time,gFx,gFy,gFz,0
18:22:47:110,0.9425,0.0340,0.3379,1.009
18:22:47:112,0.9406,0.0349,0.3382,1.008
18:22:47:118,0.9401,0.0359,0.3362,1.007
18:22:47:119,0.9403,0.0386,0.3343,1.006
18:22:47:121,0.9416,0.0398,0.3338,1.008
18:22:47:121,0.9428,0.0396,0.3335,1.009
18:22:47:122,0.9440,0.0398,0.3330,1.010
18:22:47:124,0.9445,0.0396,0.3328,1.010
18:22:47:126,0.9462,0.0393,0.3333,1.012
18:22:47:128,0.9479,0.0396,0.3352,1.014
18:22:47:130,0.9479,0.0403,0.3372,1.015
18:22:47:132,0.9479,0.0403,0.3389,1.015
18:22:47:136,0.9482,0.0403,0.3409,1.016
18:22:47:137,0.9489,0.0396,0.3416,1.017
18:22:47:138,0.9491,0.0396,0.3416,1.017
18:22:47:140,0.9486,0.0396,0.3411,1.017
18:22:47:142,0.9479,0.0408,0.3406,1.016
18:22:47:144,0.9479,0.0418,0.3396,1.016
18:22:47:146,0.9489,0.0420,0.3392,1.016
18:22:47:149,0.9486,0.0435,0.3394,1.016
18:22:47:152,0.9479,0.0452,0.3401,1.016
18:22:47:153,0.9477,0.0454,0.3423,1.017
18:22:47:154,0.9482,0.0447,0.3445,1.018
18:22:47:156,0.9484,0.0452,0.3460,1.019
18:22:47:158,0.9474,0.0464,0.3462,1.018
18:22:47:160,0.9464,0.0467,0.3462,1.017
18:22:47:162,0.9455,0.0459,0.3465,1.016
18:22:47:164,0.9452,0.0454,0.3472,1.016
18:22:47:168,0.9447,0.0442,0.3477,1.016
18:22:47:169,0.9440,0.0437,0.3472,1.015
18:22:47:170,0.9433,0.0432,0.3465,1.014
18:22:47:172,0.9416,0.0415,0.3465,1.012
18:22:47:175,0.9401,0.0401,0.3457,1.010
18:22:47:176,0.9398,0.0401,0.3440,1.010
18:22:47:179,0.9396,0.0393,0.3418,1.009
18:22:47:180,0.9396,0.0374,0.3384,1.007
18:22:47:184,0.9396,0.0371,0.3348,1.006
18:22:47:185,0.9401,0.0379,0.3321,1.005
18:22:47:186,0.9413,0.0379,0.3301,1.006
18:22:47:189,0.9418,0.0374,0.3291,1.006
18:22:47:190,0.9420,0.0376,0.3289,1.006
18:22:47:192,0.9420,0.0393,0.3289,1.006
18:22:47:194,0.9403,0.0415,0.3289,1.005
18:22:47:196,0.9384,0.0437,0.3296,1.003
18:22:47:200,0.9367,0.0459,0.3304,1.002
18:22:47:201,0.9354,0.0479,0.3316,1.002
18:22:47:203,0.9354,0.0491,0.3328,1.002
18:22:47:204,0.9362,0.0498,0.3340,1.004
18:22:47:206,0.9367,0.0506,0.3348,1.004
18:22:47:208,0.9379,0.0511,0.3367,1.006
18:22:47:210,0.9396,0.0503,0.3372,1.008
18:22:47:212,0.9413,0.0493,0.3367,1.009
18:22:47:218,0.9425,0.0496,0.3355,1.010
18:22:47:220,0.9442,0.0486,0.3343,1.011
18:22:47:221,0.9464,0.0474,0.3350,1.013
18:22:47:222,0.9482,0.0459,0.3352,1.015
18:22:47:223,0.9496,0.0442,0.3362,1.016
18:22:47:224,0.9504,0.0435,0.3384,1.018
18:22:47:226,0.9506,0.0437,0.3421,1.019
18:22:47:228,0.9513,0.0425,0.3445,1.021
18:22:47:230,0.9518,0.0410,0.3450,1.021
18:22:47:234,0.9523,0.0401,0.3443,1.021
18:22:47:235,0.9528,0.0406,0.3438,1.022
18:22:47:236,0.9533,0.0406,0.3433,1.022
18:22:47:238,0.9540,0.0396,0.3431,1.022
18:22:47:240,0.9545,0.0393,0.3428,1.023
18:22:47:242,0.9550,0.0386,0.3426,1.023
18:22:47:244,0.9552,0.0376,0.3433,1.023
18:22:47:246,0.9552,0.0364,0.3450,1.024
18:22:47:249,0.9555,0.0349,0.3467,1.025
18:22:47:251,0.9565,0.0335,0.3475,1.026
18:22:47:252,0.9569,0.0315,0.3457,1.025
18:22:47:254,0.9577,0.0296,0.3440,1.025
18:22:47:256,0.9587,0.0276,0.3433,1.026
18:22:47:259,0.9584,0.0252,0.3433,1.025
18:22:47:260,0.9569,0.0232,0.3435,1.024
18:22:47:263,0.9555,0.0208,0.3443,1.023
18:22:47:264,0.9540,0.0191,0.3450,1.022
18:22:47:268,0.9526,0.0181,0.3445,1.020
18:22:47:269,0.9511,0.0171,0.3433,1.018
18:22:47:270,0.9501,0.0166,0.3416,1.016
18:22:47:272,0.9501,0.0166,0.3409,1.016
18:22:47:274,0.9508,0.0171,0.3399,1.017
18:22:47:276,0.9523,0.0176,0.3392,1.018
18:22:47:279,0.9545,0.0186,0.3389,1.020
18:22:47:280,0.9565,0.0203,0.3392,1.022
18:22:47:286,0.9577,0.0227,0.3404,1.024
18:22:47:288,0.9584,0.0242,0.3414,1.025
18:22:47:289,0.9582,0.0254,0.3431,1.025
18:22:47:290,0.9579,0.0271,0.3462,1.026
18:22:47:291,0.9587,0.0288,0.3511,1.029
18:22:47:291,0.9606,0.0303,0.3550,1.032
18:22:47:294,0.9638,0.0318,0.3575,1.036
18:22:47:296,0.9672,0.0325,0.3592,1.040
18:22:47:302,0.9701,0.0340,0.3592,1.043
18:22:47:304,0.9733,0.0362,0.3587,1.046
18:22:47:305,0.9794,0.0347,0.3558,1.050
18:22:47:306,0.9797,0.0349,0.3514,1.049
18:22:47:307,0.9738,0.0413,0.3462,1.042
18:22:47:308,0.9672,0.0484,0.3426,1.035
18:22:47:310,0.9594,0.0535,0.3404,1.028
18:22:47:312,0.9491,0.0572,0.3392,1.018
18:22:47:314,0.9237,0.0662,0.3479,0.999
18:22:47:321,0.8815,0.0804,0.3716,0.971
18:22:47:322,0.8673,0.0894,0.3804,0.963
18:22:47:323,0.8868,0.0899,0.3670,0.975
18:22:47:324,0.9308,0.0838,0.3406,1.005
18:22:47:325,0.9513,0.0853,0.3194,1.017
18:22:47:326,0.9423,0.0880,0.3147,1.007
18:22:47:328,0.9274,0.0811,0.3162,0.993
18:22:47:330,0.9208,0.0655,0.3181,0.985
18:22:47:333,0.9262,0.0445,0.3159,0.987
18:22:47:335,0.9352,0.0213,0.3074,0.991
18:22:47:336,0.9369,0.0134,0.3125,0.994
18:22:47:339,0.9413,0.0159,0.3382,1.007
18:22:47:340,0.9486,0.0193,0.3675,1.025
18:22:47:342,0.9530,0.0210,0.3870,1.036
18:22:47:343,0.9609,0.0166,0.3936,1.046
18:22:47:346,0.9621,0.0139,0.3956,1.048
18:22:47:347,0.9599,0.0156,0.3961,1.046
18:22:47:351,0.9552,0.0222,0.3958,1.042
18:22:47:352,0.9506,0.0271,0.3961,1.038
18:22:47:354,0.9445,0.0288,0.3973,1.033
18:22:47:356,0.9379,0.0298,0.3980,1.028
18:22:47:358,0.9306,0.0313,0.3995,1.022
18:22:47:360,0.9237,0.0340,0.4002,1.016
18:22:47:362,0.9183,0.0393,0.3995,1.011
18:22:47:363,0.9159,0.0435,0.3961,1.008
18:22:47:366,0.9166,0.0464,0.3912,1.007
18:22:47:369,0.9191,0.0491,0.3861,1.007
18:22:47:370,0.9208,0.0525,0.3843,1.009
18:22:47:371,0.9232,0.0562,0.3843,1.011
18:22:47:374,0.9284,0.0596,0.3848,1.016
18:22:47:376,0.9342,0.0621,0.3841,1.022
18:22:47:378,0.9413,0.0638,0.3824,1.028
18:22:47:380,0.9479,0.0650,0.3804,1.033
18:22:47:384,0.9543,0.0650,0.3797,1.039
18:22:47:386,0.9604,0.0647,0.3804,1.044
18:22:47:387,0.9665,0.0630,0.3817,1.050
18:22:47:387,0.9714,0.0621,0.3831,1.055
18:22:47:390,0.9758,0.0616,0.3807,1.058
18:22:47:392,0.9806,0.0601,0.3758,1.061
18:22:47:395,0.9853,0.0572,0.3716,1.063
18:22:47:396,0.9899,0.0542,0.3687,1.066
18:22:47:399,0.9933,0.0537,0.3643,1.068
18:22:47:400,0.9958,0.0559,0.3602,1.069
18:22:47:403,0.9973,0.0594,0.3567,1.069
18:22:47:405,0.9973,0.0633,0.3538,1.069
18:22:47:406,0.9990,0.0665,0.3504,1.069
18:22:47:408,1.0009,0.0694,0.3477,1.071
18:22:47:409,1.0021,0.0733,0.3443,1.071
18:22:47:412,1.0017,0.0779,0.3399,1.070
18:22:47:415,0.9982,0.0801,0.3365,1.066
18:22:47:416,0.9960,0.0804,0.3343,1.063
18:22:47:423,0.9929,0.0796,0.3274,1.058
18:22:47:424,0.9885,0.0787,0.3201,1.051
18:22:47:425,0.9821,0.0794,0.3147,1.043
18:22:47:426,0.9765,0.0730,0.3177,1.038
18:22:47:427,0.9733,0.0547,0.3308,1.038
18:22:47:428,0.9728,0.0459,0.3330,1.037
18:22:47:430,0.9726,0.0425,0.3299,1.035
18:22:47:439,0.9716,0.0403,0.3267,1.033
18:22:47:440,0.9701,0.0381,0.3221,1.030
18:22:47:441,0.9704,0.0352,0.3162,1.028
18:22:47:445,0.9736,0.0337,0.3103,1.029
18:22:47:446,0.9780,0.0337,0.3084,1.033
18:22:47:447,0.9804,0.0332,0.3120,1.036
18:22:47:448,0.9811,0.0305,0.3189,1.039
18:22:47:449,0.9816,0.0269,0.3262,1.041
18:22:47:450,0.9806,0.0237,0.3330,1.043
18:22:47:451,0.9819,0.0225,0.3355,1.044
18:22:47:451,0.9860,0.0225,0.3326,1.047
18:22:47:454,0.9882,0.0225,0.3264,1.047
18:22:47:456,0.9907,0.0235,0.3194,1.047
18:22:47:458,0.9960,0.0261,0.3145,1.051
18:22:47:460,0.9975,0.0293,0.3135,1.053
18:22:47:461,0.9926,0.0332,0.3157,1.049
18:22:47:463,0.9833,0.0374,0.3152,1.040
18:22:47:467,0.9738,0.0428,0.3091,1.030
18:22:47:469,0.9677,0.0496,0.3018,1.022
18:22:47:471,0.9653,0.0574,0.2966,1.019
18:22:47:472,0.9633,0.0647,0.2930,1.017
18:22:47:474,0.9613,0.0723,0.2881,1.015
18:22:47:476,0.9599,0.0794,0.2852,1.013
18:22:47:478,0.9574,0.0870,0.2883,1.013
18:22:47:479,0.9535,0.0941,0.2957,1.012
18:22:47:482,0.9479,0.1007,0.2852,1.005
18:22:47:484,0.9408,0.1063,0.2517,0.989
18:22:47:487,0.9289,0.1131,0.2383,0.976
18:22:47:489,0.8568,0.1309,0.2466,0.913
18:22:47:490,0.7595,0.1532,0.2473,0.828
18:22:47:492,0.7552,0.1649,0.2263,0.820
18:22:47:494,0.8074,0.1757,0.1645,0.856
18:22:47:495,0.8350,0.1849,0.1097,0.875
18:22:47:498,0.8739,0.2001,-0.0131,0.907
18:22:47:502,0.8849,0.2003,-0.0781,0.920
18:22:47:503,0.8766,0.1932,-0.0723,0.909
18:22:47:504,0.8734,0.1862,-0.0332,0.903
18:22:47:506,0.8934,0.1808,0.0010,0.921
18:22:47:507,0.9308,0.1735,0.0142,0.956
18:22:47:509,0.9697,0.1603,0.0208,0.991
18:22:47:511,0.9965,0.1437,0.0291,1.014
18:22:47:514,1.0141,0.1248,0.0553,1.030
18:22:47:520,1.0307,0.1055,0.0922,1.046
18:22:47:522,1.0442,0.0909,0.1234,1.061
18:22:47:523,1.0461,0.0804,0.1510,1.066
18:22:47:524,1.0332,0.0726,0.1816,1.058
18:22:47:525,1.0153,0.0633,0.2177,1.047
18:22:47:526,0.9929,0.0594,0.2407,1.030
18:22:47:527,0.9701,0.0618,0.2576,1.013
18:22:47:530,0.9479,0.0684,0.2795,0.999
18:22:47:532,0.9323,0.0770,0.2859,0.987
18:22:47:538,0.9213,0.0848,0.2607,0.970
18:22:47:540,0.9088,0.0919,0.2397,0.954
18:22:47:541,0.8983,0.0963,0.2207,0.939
18:22:47:542,0.8771,0.1060,0.2028,0.916
18:22:47:543,0.8509,0.1209,0.1957,0.892
18:22:47:544,0.8394,0.1287,0.1760,0.878
18:22:47:546,0.8333,0.1300,0.1535,0.868
18:22:47:548,0.8262,0.1305,0.1347,0.858
18:22:47:551,0.8236,0.1309,0.1088,0.851
18:22:47:552,0.8211,0.1344,0.0716,0.844
18:22:47:553,0.8216,0.1378,0.0260,0.842
18:22:47:555,0.8321,0.1283,-0.0163,0.849
18:22:47:558,0.8487,0.1060,-0.0432,0.861
18:22:47:560,0.8624,0.0855,-0.0644,0.872
18:22:47:562,0.8670,0.0789,-0.0789,0.877
18:22:47:564,0.8763,0.0733,-0.1145,0.888
18:22:47:566,0.8885,0.0711,-0.1521,0.905
18:22:47:571,0.9022,0.0701,-0.1883,0.924
18:22:47:573,0.9157,0.0713,-0.2196,0.944
18:22:47:574,0.9274,0.0726,-0.2465,0.961
18:22:47:575,0.9391,0.0713,-0.2677,0.977
18:22:47:576,0.9504,0.0682,-0.2863,0.993
18:22:47:578,0.9577,0.0657,-0.3075,1.005
18:22:47:580,0.9638,0.0611,-0.3261,1.016
18:22:47:582,0.9726,0.0559,-0.3373,1.027
18:22:47:585,0.9789,0.0540,-0.3508,1.037
18:22:47:586,0.9765,0.0577,-0.3720,1.042
18:22:47:587,0.9667,0.0638,-0.3943,1.042
18:22:47:590,0.9547,0.0696,-0.4118,1.038
18:22:47:592,0.9438,0.0738,-0.4219,1.032
18:22:47:594,0.9357,0.0738,-0.4267,1.027
18:22:47:596,0.9291,0.0718,-0.4314,1.022
18:22:47:598,0.9220,0.0708,-0.4397,1.019
18:22:47:600,0.9139,0.0716,-0.4541,1.018
18:22:47:602,0.9096,0.0713,-0.4658,1.019
18:22:47:606,0.9100,0.0689,-0.4710,1.022
18:22:47:607,0.9152,0.0640,-0.4668,1.024
18:22:47:609,0.9196,0.0579,-0.4622,1.025
18:22:47:610,0.9208,0.0528,-0.4602,1.025
18:22:47:611,0.9215,0.0491,-0.4575,1.024
18:22:47:615,0.9225,0.0476,-0.4539,1.023
18:22:47:617,0.9240,0.0479,-0.4478,1.022
18:22:47:618,0.9259,0.0491,-0.4399,1.021
18:22:47:625,0.9286,0.0515,-0.4297,1.019
18:22:47:626,0.9301,0.0545,-0.4189,1.016
18:22:47:628,0.9301,0.0586,-0.4087,1.013
18:22:47:629,0.9276,0.0635,-0.3984,1.007
18:22:47:631,0.9264,0.0665,-0.3925,1.004
18:22:47:632,0.9230,0.0704,-0.3752,0.995
18:22:47:634,0.9188,0.0696,-0.3434,0.980
18:22:47:637,0.9247,0.0674,-0.3014,0.972
18:22:47:638,0.9367,0.0657,-0.2621,0.973
18:22:47:640,0.9462,0.0645,-0.2369,0.976
18:22:47:641,0.9513,0.0655,-0.2281,0.979
18:22:47:643,0.9447,0.0743,-0.2399,0.977
18:22:47:644,0.9281,0.0904,-0.2631,0.968
18:22:47:646,0.9262,0.0977,-0.2741,0.970
18:22:47:648,0.9376,0.0967,-0.2785,0.982
18:22:47:649,0.9550,0.0909,-0.2689,0.996
18:22:47:654,0.9733,0.0845,-0.2418,1.006
18:22:47:656,0.9750,0.0848,-0.2435,1.008
18:22:47:657,0.9675,0.0877,-0.2565,1.004
18:22:47:657,0.9582,0.0897,-0.2701,0.999
18:22:47:659,0.9474,0.0923,-0.2887,0.994
18:22:47:662,0.9403,0.0945,-0.3097,0.993
18:22:47:663,0.9376,0.0953,-0.3329,0.998
18:22:47:665,0.9416,0.0936,-0.3456,1.005
18:22:47:668,0.9474,0.0923,-0.3576,1.015
18:22:47:669,0.9418,0.0970,-0.3952,1.023
18:22:47:671,0.9376,0.1048,-0.4292,1.034
18:22:47:674,0.9450,0.1104,-0.4485,1.049
18:22:47:675,0.9540,0.1138,-0.4671,1.065
18:22:47:678,0.9628,0.1156,-0.4846,1.081
18:22:47:679,0.9714,0.1146,-0.4937,1.092
18:22:47:681,0.9770,0.1107,-0.4920,1.096
18:22:47:684,0.9777,0.1073,-0.4864,1.094
18:22:47:686,0.9775,0.1058,-0.4793,1.090
18:22:47:687,0.9846,0.1041,-0.4683,1.092
18:22:47:689,0.9926,0.1029,-0.4573,1.094
18:22:47:691,0.9953,0.1021,-0.4500,1.094
18:22:47:693,0.9936,0.1011,-0.4468,1.091
18:22:47:695,0.9899,0.1009,-0.4456,1.087
18:22:47:697,0.9870,0.0989,-0.4434,1.083
18:22:47:699,0.9826,0.0970,-0.4421,1.078
18:22:47:702,0.9799,0.0963,-0.4414,1.076
18:22:47:703,0.9743,0.0941,-0.4409,1.070
18:22:47:705,0.9679,0.0899,-0.4407,1.064
18:22:47:707,0.9601,0.0858,-0.4390,1.055
18:22:47:709,0.9533,0.0828,-0.4324,1.046
18:22:47:711,0.9484,0.0796,-0.4233,1.038
18:22:47:713,0.9479,0.0730,-0.4150,1.033
18:22:47:715,0.9555,0.0643,-0.4092,1.037
18:22:47:721,0.9672,0.0518,-0.4067,1.046
18:22:47:723,0.9814,0.0362,-0.4065,1.057
18:22:47:724,0.9926,0.0203,-0.4038,1.066
18:22:47:725,0.9975,0.0068,-0.3972,1.067
18:22:47:726,1.0002,-0.0037,-0.3935,1.068
18:22:47:727,1.0034,-0.0117,-0.3923,1.070
18:22:47:729,1.0041,-0.0173,-0.3906,1.070
18:22:47:733,1.0014,-0.0217,-0.3842,1.065
18:22:47:735,0.9968,-0.0244,-0.3732,1.057
18:22:47:738,0.9926,-0.0252,-0.3620,1.049
18:22:47:740,0.9907,-0.0257,-0.3493,1.043
18:22:47:741,0.9894,-0.0257,-0.3322,1.037
18:22:47:742,0.9850,-0.0237,-0.3063,1.025
18:22:47:743,0.9787,-0.0203,-0.2748,1.011
18:22:47:745,0.9743,-0.0173,-0.2418,0.998
18:22:47:747,0.9750,-0.0151,-0.2100,0.993
18:22:47:750,0.9784,-0.0137,-0.1815,0.991
18:22:47:753,0.9826,-0.0125,-0.1548,0.991
18:22:47:755,0.9858,-0.0107,-0.1309,0.991
18:22:47:757,0.9882,-0.0093,-0.1087,0.991
18:22:47:758,0.9912,-0.0083,-0.0894,0.993
18:22:47:759,0.9953,-0.0076,-0.0725,0.996
18:22:47:761,0.9985,-0.0066,-0.0576,0.998
18:22:47:762,0.9997,-0.0059,-0.0510,0.999
18:22:47:765,1.0031,-0.0042,-0.0371,1.003
18:22:47:770,1.0087,-0.0029,-0.0234,1.008
18:22:47:772,1.0124,-0.0022,-0.0122,1.012
18:22:47:773,1.0129,-0.0022,-0.0036,1.012
18:22:47:774,1.0109,-0.0012,0.0008,1.011
18:22:47:775,1.0102,0.0027,0.0010,1.010
18:22:47:777,1.0117,0.0098,-0.0014,1.012
18:22:47:779,1.0107,0.0195,-0.0043,1.011
18:22:47:780,1.0056,0.0296,-0.0100,1.007
18:22:47:783,1.0002,0.0391,-0.0183,1.002
18:22:47:786,0.9951,0.0462,-0.0271,0.998
18:22:47:788,0.9907,0.0511,-0.0371,0.994
18:22:47:789,0.9848,0.0545,-0.0466,0.989
18:22:47:791,0.9792,0.0569,-0.0564,0.984
18:22:47:793,0.9750,0.0574,-0.0640,0.980
18:22:47:795,0.9719,0.0567,-0.0686,0.977
18:22:47:797,0.9706,0.0557,-0.0708,0.976
18:22:47:806,0.9728,0.0542,-0.0708,0.978
18:22:47:808,0.9775,0.0530,-0.0696,0.982
18:22:47:809,0.9836,0.0506,-0.0676,0.988
18:22:47:809,0.9885,0.0459,-0.0644,0.992
18:22:47:810,0.9902,0.0413,-0.0596,0.993
18:22:47:811,0.9897,0.0376,-0.0537,0.992
18:22:47:815,0.9875,0.0354,-0.0471,0.990
18:22:47:817,0.9843,0.0344,-0.0400,0.986
18:22:47:818,0.9809,0.0342,-0.0337,0.983
18:22:47:819,0.9784,0.0335,-0.0290,0.980
18:22:47:820,0.9767,0.0327,-0.0256,0.978
18:22:47:821,0.9758,0.0337,-0.0246,0.978
18:22:47:827,0.9755,0.0352,-0.0280,0.977
18:22:47:829,0.9772,0.0366,-0.0363,0.979
18:22:47:830,0.9811,0.0386,-0.0481,0.984
18:22:47:831,0.9860,0.0401,-0.0615,0.989
18:22:47:831,0.9892,0.0423,-0.0767,0.993
18:22:47:840,0.9904,0.0435,-0.0930,0.996
18:22:47:841,0.9694,0.0379,-0.1033,0.975
18:22:47:842,0.9262,0.0244,-0.1023,0.931
18:22:47:842,0.8954,0.0151,-0.0994,0.900
18:22:47:842,0.8824,0.0134,-0.1018,0.887
18:22:47:843,0.8793,0.0134,-0.1128,0.885
18:22:47:845,0.8863,0.0110,-0.1319,0.894
18:22:47:846,0.9032,0.0056,-0.1573,0.914
18:22:47:848,0.9132,0.0017,-0.1717,0.926
18:22:47:852,0.9323,-0.0059,-0.2049,0.950
18:22:47:853,0.9460,-0.0115,-0.2411,0.971
18:22:47:854,0.9450,-0.0186,-0.2653,0.976
18:22:47:857,0.9127,-0.0332,-0.2548,0.941
18:22:47:859,0.8876,-0.0513,-0.2210,0.909
18:22:47:861,0.8976,-0.0674,-0.1961,0.914
18:22:47:863,0.9274,-0.0708,-0.2005,0.944
18:22:47:865,0.9657,-0.0540,-0.2352,0.988
18:22:47:868,1.0063,-0.0191,-0.2831,1.039
18:22:47:870,1.0439,0.0239,-0.3219,1.088
18:22:47:871,1.0737,0.0591,-0.3466,1.126
18:22:47:873,1.0830,0.0704,-0.3943,1.151
18:22:47:875,1.0674,0.0672,-0.4480,1.155
18:22:47:876,1.0547,0.0655,-0.4519,1.144
18:22:47:879,1.0578,0.0674,-0.4038,1.130
18:22:47:881,1.0644,0.0682,-0.3332,1.115
18:22:47:883,1.0615,0.0660,-0.2665,1.095
18:22:47:886,1.0473,0.0601,-0.2198,1.070
18:22:47:888,1.0263,0.0484,-0.2017,1.045
18:22:47:889,1.0036,0.0327,-0.2066,1.023
18:22:47:891,0.9770,0.0181,-0.2213,0.998
18:22:47:893,0.9533,0.0032,-0.2345,0.977
18:22:47:895,0.9401,-0.0083,-0.2425,0.966
18:22:47:897,0.9374,-0.0139,-0.2435,0.963
18:22:47:899,0.9391,-0.0132,-0.2401,0.964
18:22:47:902,0.9460,-0.0081,-0.2340,0.969
18:22:47:904,0.9565,0.0005,-0.2264,0.978
18:22:47:905,0.9677,0.0100,-0.2208,0.989
18:22:47:907,0.9809,0.0200,-0.2198,1.002
18:22:47:908,0.9929,0.0293,-0.2215,1.015
18:22:47:911,1.0007,0.0366,-0.2257,1.024
18:22:47:912,1.0063,0.0428,-0.2323,1.031
18:22:47:915,1.0092,0.0481,-0.2384,1.036
18:22:47:917,1.0122,0.0515,-0.2433,1.040
18:22:47:922,1.0134,0.0542,-0.2469,1.042
18:22:47:923,1.0090,0.0572,-0.2526,1.040
18:22:47:924,1.0061,0.0581,-0.2555,1.038
18:22:47:934,0.9997,0.0584,-0.2582,1.032
18:22:47:942,0.9963,0.0589,-0.2584,1.029
18:22:47:944,0.9997,0.0606,-0.2577,1.032
18:22:47:946,1.0026,0.0608,-0.2565,1.035
18:22:47:947,1.0029,0.0606,-0.2562,1.035
18:22:47:949,1.0056,0.0643,-0.2555,1.038
18:22:47:951,1.0034,0.0669,-0.2513,1.035
18:22:47:953,0.9907,0.0677,-0.2428,1.021
18:22:47:954,0.9846,0.0740,-0.2328,1.013
18:22:47:955,0.9860,0.0828,-0.2188,1.013
18:22:47:956,0.9841,0.0911,-0.2042,1.010
18:22:47:957,0.9689,0.0941,-0.1886,0.992
18:22:47:958,0.9518,0.0926,-0.1714,0.973
18:22:47:959,0.9528,0.0965,-0.1519,0.971
18:22:47:960,0.9540,0.0960,-0.1314,0.970
18:22:47:961,0.9572,0.0958,-0.1104,0.971
18:22:47:962,0.9606,0.0941,-0.0881,0.972
18:22:47:964,0.9711,0.0943,-0.0674,0.981
18:22:47:965,0.9821,0.0960,-0.0473,0.991
18:22:47:966,0.9843,0.0926,-0.0295,0.993
18:22:47:967,0.9706,0.0777,-0.0144,0.977
18:22:47:969,0.9706,0.0638,-0.0034,0.976
18:22:47:970,0.9782,0.0528,0.0079,0.982
18:22:47:971,0.9855,0.0425,0.0140,0.989
18:22:47:974,0.9941,0.0362,0.0162,0.997
18:22:47:976,0.9955,0.0283,0.0147,0.997
18:22:47:977,0.9948,0.0191,0.0081,0.996
18:22:47:979,0.9941,0.0093,0.0010,0.994
18:22:47:981,0.9921,-0.0007,-0.0075,0.992
