time,gFx,gFy,gFz,0
18:13:29:878,0.1627,0.2682,0.9656,1.046
18:13:29:879,0.1639,0.2707,0.9697,1.051
18:13:29:882,0.1654,0.2726,0.9748,1.057
18:13:29:884,0.1683,0.2746,0.9809,1.063
18:13:29:885,0.1720,0.2763,0.9873,1.070
18:13:29:886,0.1754,0.2770,0.9929,1.077
18:13:29:889,0.1793,0.2780,0.9971,1.081
18:13:29:890,0.1827,0.2790,1.0015,1.086
18:13:29:899,0.1862,0.2788,1.0044,1.090
18:13:29:901,0.1898,0.2783,1.0066,1.092
18:13:29:902,0.1920,0.2780,1.0081,1.094
18:13:29:903,0.1959,0.2783,1.0107,1.097
18:13:29:904,0.2001,0.2785,1.0122,1.099
18:13:29:905,0.2040,0.2785,1.0120,1.100
18:13:29:906,0.2077,0.2778,1.0098,1.098
18:13:29:907,0.2094,0.2783,1.0073,1.096
18:13:29:908,0.2094,0.2788,1.0032,1.093
18:13:29:912,0.2079,0.2788,0.9983,1.088
18:13:29:914,0.2052,0.2783,0.9932,1.082
18:13:29:915,0.2008,0.2773,0.9861,1.075
18:13:29:917,0.1967,0.2766,0.9785,1.067
18:13:29:928,0.1932,0.2744,0.9704,1.058
18:13:29:930,0.1898,0.2717,0.9619,1.048
18:13:29:931,0.1859,0.2690,0.9541,1.039
18:13:29:932,0.1818,0.2670,0.9482,1.033
18:13:29:933,0.1781,0.2643,0.9453,1.028
18:13:29:934,0.1754,0.2619,0.9460,1.028
18:13:29:935,0.1732,0.2602,0.9489,1.030
18:13:29:936,0.1717,0.2580,0.9526,1.032
18:13:29:936,0.1715,0.2558,0.9565,1.035
18:13:29:938,0.1717,0.2536,0.9604,1.038
18:13:29:939,0.1725,0.2507,0.9660,1.043
18:13:29:940,0.1725,0.2482,0.9719,1.048
18:13:29:941,0.1705,0.2463,0.9773,1.052
18:13:29:945,0.1678,0.2441,0.9822,1.056
18:13:29:946,0.1652,0.2421,0.9858,1.058
18:13:29:947,0.1620,0.2389,0.9873,1.058
18:13:29:959,0.1581,0.2348,0.9883,1.057
18:13:29:961,0.1554,0.2299,0.9895,1.057
18:13:29:961,0.1542,0.2265,0.9907,1.057
18:13:29:962,0.1534,0.2240,0.9910,1.056
18:13:29:963,0.1522,0.2223,0.9919,1.057
18:13:29:963,0.1510,0.2206,0.9919,1.056
18:13:29:965,0.1498,0.2199,0.9922,1.056
18:13:29:966,0.1493,0.2194,0.9932,1.057
18:13:29:967,0.1480,0.2189,0.9958,1.059
18:13:29:968,0.1478,0.2194,0.9995,1.063
18:13:29:975,0.1498,0.2201,1.0024,1.066
18:13:29:976,0.1515,0.2206,1.0056,1.069
18:13:29:977,0.1527,0.2221,1.0083,1.072
18:13:29:978,0.1542,0.2233,1.0100,1.075
18:13:29:979,0.1546,0.2240,1.0103,1.075
18:13:29:980,0.1537,0.2245,1.0098,1.075
18:13:29:981,0.1520,0.2248,1.0100,1.075
18:13:29:988,0.1505,0.2243,1.0117,1.076
18:13:29:989,0.1510,0.2240,1.0129,1.077
18:13:29:990,0.1529,0.2231,1.0132,1.077
18:13:29:991,0.1544,0.2221,1.0134,1.078
18:13:29:992,0.1564,0.2216,1.0147,1.079
18:13:29:993,0.1581,0.2204,1.0169,1.081
18:13:29:995,0.1586,0.2194,1.0178,1.082
18:13:29:997,0.1578,0.2179,1.0195,1.083
18:13:30:000,0.1578,0.2157,1.0217,1.084
18:13:30:002,0.1583,0.2140,1.0235,1.086
18:13:30:003,0.1583,0.2128,1.0259,1.088
18:13:30:005,0.1578,0.2103,1.0283,1.089
18:13:30:008,0.1581,0.2081,1.0313,1.092
18:13:30:009,0.1581,0.2062,1.0340,1.094
18:13:30:011,0.1515,0.2018,1.0327,1.091
18:13:30:013,0.1341,0.1945,1.0249,1.079
18:13:30:016,0.1170,0.1879,1.0181,1.069
18:13:30:017,0.1073,0.1835,1.0171,1.066
18:13:30:021,0.1021,0.1801,1.0205,1.068
18:13:30:022,0.0967,0.1769,1.0264,1.073
18:13:30:023,0.0909,0.1732,1.0300,1.075
18:13:30:025,0.0843,0.1700,1.0303,1.074
18:13:30:027,0.0760,0.1666,1.0274,1.070
18:13:30:029,0.0669,0.1637,1.0220,1.064
18:13:30:031,0.0591,0.1617,1.0139,1.055
18:13:30:035,0.0513,0.1605,1.0027,1.043
18:13:30:036,0.0428,0.1595,0.9895,1.030
18:13:30:037,0.0347,0.1593,0.9770,1.017
18:13:30:039,0.0313,0.1593,0.9712,1.012
18:13:30:041,0.0254,0.1603,0.9607,1.001
18:13:30:043,0.0210,0.1620,0.9519,0.993
18:13:30:045,0.0159,0.1649,0.9438,0.986
18:13:30:047,0.0117,0.1686,0.9355,0.978
18:13:30:050,0.0120,0.1730,0.9270,0.971
18:13:30:052,0.0156,0.1771,0.9182,0.963
18:13:30:054,0.0230,0.1808,0.9069,0.954
18:13:30:056,0.0322,0.1842,0.8932,0.941
18:13:30:057,0.0428,0.1879,0.8776,0.928
18:13:30:059,0.0555,0.1906,0.8607,0.913
18:13:30:061,0.0672,0.1930,0.8429,0.897
18:13:30:063,0.0787,0.1952,0.8263,0.882
18:13:30:065,0.0911,0.1981,0.8129,0.872
18:13:30:068,0.1053,0.2023,0.8046,0.867
18:13:30:070,0.1204,0.2060,0.7997,0.865
18:13:30:072,0.1363,0.2094,0.7975,0.866
18:13:30:073,0.1505,0.2123,0.7987,0.870
18:13:30:075,0.1625,0.2162,0.8011,0.876
18:13:30:077,0.1725,0.2206,0.8038,0.882
18:13:30:079,0.1798,0.2238,0.8065,0.887
18:13:30:081,0.1849,0.2257,0.8109,0.892
18:13:30:085,0.1891,0.2282,0.8165,0.899
18:13:30:086,0.1923,0.2299,0.8236,0.907
18:13:30:088,0.1932,0.2299,0.8317,0.915
18:13:30:089,0.1930,0.2289,0.8397,0.922
18:13:30:091,0.1915,0.2267,0.8498,0.930
18:13:30:093,0.1886,0.2228,0.8625,0.940
18:13:30:095,0.1842,0.2182,0.8756,0.951
18:13:30:097,0.1793,0.2135,0.8898,0.962
18:13:30:101,0.1725,0.2079,0.9055,0.974
18:13:30:102,0.1634,0.2018,0.9216,0.986
18:13:30:103,0.1544,0.1952,0.9382,0.999
18:13:30:106,0.1444,0.1881,0.9548,1.012
18:13:30:108,0.1334,0.1815,0.9709,1.024
18:13:30:109,0.1217,0.1757,0.9851,1.035
18:13:30:111,0.1092,0.1710,0.9971,1.044
18:13:30:113,0.1029,0.1691,1.0024,1.049
18:13:30:115,0.0914,0.1652,1.0127,1.057
18:13:30:118,0.0809,0.1603,1.0220,1.064
18:13:30:120,0.0716,0.1556,1.0298,1.070
18:13:30:121,0.0640,0.1515,1.0366,1.076
18:13:30:123,0.0586,0.1478,1.0408,1.079
18:13:30:125,0.0552,0.1439,1.0413,1.078
18:13:30:127,0.0537,0.1402,1.0388,1.075
18:13:30:129,0.0525,0.1375,1.0359,1.072
18:13:30:131,0.0520,0.1366,1.0308,1.067
18:13:30:137,0.0513,0.1363,1.0239,1.060
18:13:30:138,0.0501,0.1358,1.0159,1.052
18:13:30:139,0.0486,0.1351,1.0073,1.043
18:13:30:140,0.0476,0.1351,0.9993,1.035
18:13:30:143,0.0464,0.1363,0.9919,1.028
18:13:30:144,0.0462,0.1380,0.9844,1.021
18:13:30:145,0.0462,0.1390,0.9778,1.015
18:13:30:147,0.0457,0.1395,0.9709,1.008
18:13:30:148,0.0462,0.1405,0.9626,1.000
18:13:30:151,0.0472,0.1415,0.9541,0.992
18:13:30:154,0.0489,0.1429,0.9463,0.985
18:13:30:155,0.0508,0.1446,0.9392,0.978
18:13:30:157,0.0530,0.1473,0.9345,0.974
18:13:30:159,0.0550,0.1498,0.9318,0.972
18:13:30:161,0.0569,0.1510,0.9294,0.970
18:13:30:163,0.0577,0.1517,0.9267,0.968
18:13:30:165,0.0579,0.1539,0.9240,0.965
18:13:30:168,0.0584,0.1559,0.9235,0.965
18:13:30:169,0.0596,0.1571,0.9243,0.967
18:13:30:171,0.0623,0.1578,0.9267,0.969
18:13:30:173,0.0665,0.1588,0.9321,0.975
18:13:30:175,0.0716,0.1600,0.9392,0.982
18:13:30:177,0.0774,0.1620,0.9472,0.991
18:13:30:179,0.0833,0.1632,0.9548,0.999
18:13:30:181,0.0860,0.1632,0.9582,1.003
18:13:30:186,0.0899,0.1634,0.9658,1.011
18:13:30:187,0.0923,0.1639,0.9729,1.018
18:13:30:189,0.0948,0.1654,0.9780,1.023
18:13:30:190,0.0982,0.1664,0.9805,1.026
18:13:30:191,0.1019,0.1666,0.9809,1.027
18:13:30:193,0.1070,0.1661,0.9809,1.027
18:13:30:195,0.1121,0.1656,0.9807,1.028
18:13:30:196,0.1143,0.1659,0.9800,1.027
18:13:30:199,0.1153,0.1661,0.9795,1.027
18:13:30:203,0.1165,0.1659,0.9787,1.026
18:13:30:205,0.1202,0.1652,0.9770,1.025
18:13:30:206,0.1248,0.1644,0.9751,1.023
18:13:30:207,0.1285,0.1647,0.9726,1.022
18:13:30:209,0.1329,0.1654,0.9704,1.020
18:13:30:211,0.1373,0.1659,0.9675,1.018
18:13:30:213,0.1405,0.1666,0.9646,1.016
18:13:30:214,0.1434,0.1673,0.9607,1.012
18:13:30:219,0.1441,0.1686,0.9563,1.009
18:13:30:220,0.1439,0.1705,0.9526,1.005
18:13:30:221,0.1424,0.1717,0.9492,1.002
18:13:30:223,0.1395,0.1725,0.9467,1.000
18:13:30:225,0.1366,0.1715,0.9441,0.996
18:13:30:226,0.1341,0.1693,0.9419,0.993
18:13:30:228,0.1317,0.1659,0.9379,0.989
18:13:30:231,0.1302,0.1625,0.9333,0.983
18:13:30:233,0.1290,0.1610,0.9299,0.979
18:13:30:239,0.1263,0.1605,0.9274,0.977
18:13:30:240,0.1234,0.1603,0.9248,0.974
18:13:30:241,0.1197,0.1608,0.9221,0.971
18:13:30:242,0.1163,0.1625,0.9184,0.967
18:13:30:243,0.1129,0.1652,0.9140,0.963
18:13:30:245,0.1099,0.1686,0.9108,0.960
18:13:30:247,0.1055,0.1754,0.9106,0.961
18:13:30:249,0.0997,0.1837,0.9116,0.963
18:13:30:252,0.0953,0.1893,0.9094,0.962
18:13:30:253,0.0921,0.1908,0.9047,0.958
18:13:30:255,0.0894,0.1903,0.8986,0.952
18:13:30:257,0.0870,0.1891,0.8918,0.944
18:13:30:259,0.0858,0.1881,0.8884,0.941
18:13:30:261,0.0833,0.1864,0.8827,0.935
18:13:30:263,0.0796,0.1852,0.8805,0.932
18:13:30:265,0.0748,0.1845,0.8800,0.931
18:13:30:267,0.0628,0.1903,0.8818,0.933
18:13:30:269,0.0410,0.2052,0.8854,0.940
18:13:30:270,0.0200,0.2223,0.8908,0.949
18:13:30:273,0.0098,0.2328,0.8979,0.959
18:13:30:275,0.0122,0.2343,0.9052,0.966
18:13:30:277,0.0254,0.2255,0.9084,0.967
18:13:30:280,0.0437,0.2123,0.9081,0.963
18:13:30:282,0.0608,0.1979,0.9069,0.959
18:13:30:283,0.0770,0.1820,0.9057,0.955
18:13:30:286,0.0958,0.1691,0.9040,0.952
18:13:30:288,0.1185,0.1578,0.9028,0.951
18:13:30:289,0.1427,0.1468,0.9037,0.953
18:13:30:291,0.1637,0.1371,0.9055,0.956
18:13:30:292,0.1779,0.1314,0.9081,0.960
18:13:30:295,0.1847,0.1307,0.9113,0.964
18:13:30:297,0.1845,0.1339,0.9145,0.968
18:13:30:299,0.1779,0.1390,0.9194,0.972
18:13:30:309,0.1669,0.1459,0.9270,0.979
18:13:30:310,0.1554,0.1537,0.9348,0.986
18:13:30:312,0.1476,0.1590,0.9423,0.994
18:13:30:313,0.1441,0.1610,0.9502,1.001
18:13:30:313,0.1434,0.1603,0.9582,1.009
18:13:30:314,0.1422,0.1590,0.9660,1.016
18:13:30:315,0.1385,0.1581,0.9753,1.024
18:13:30:317,0.1339,0.1571,0.9875,1.035
18:13:30:318,0.1280,0.1583,1.0002,1.047
18:13:30:321,0.1226,0.1603,1.0134,1.060
18:13:30:323,0.1182,0.1612,1.0266,1.072
18:13:30:324,0.1131,0.1615,1.0376,1.082
18:13:30:325,0.1092,0.1610,1.0469,1.091
18:13:30:327,0.1060,0.1608,1.0555,1.099
18:13:30:328,0.1019,0.1603,1.0616,1.104
18:13:30:331,0.0975,0.1595,1.0645,1.107
18:13:30:333,0.0936,0.1595,1.0657,1.108
18:13:30:336,0.0909,0.1595,1.0667,1.108
18:13:30:338,0.0899,0.1603,1.0674,1.109
18:13:30:340,0.0901,0.1600,1.0677,1.109
18:13:30:342,0.0933,0.1571,1.0665,1.108
18:13:30:343,0.0982,0.1532,1.0630,1.104
18:13:30:345,0.1033,0.1493,1.0589,1.100
18:13:30:347,0.1087,0.1461,1.0555,1.097
18:13:30:348,0.1143,0.1439,1.0511,1.092
18:13:30:354,0.1207,0.1422,1.0457,1.087
18:13:30:355,0.1261,0.1427,1.0403,1.083
18:13:30:356,0.1309,0.1449,1.0344,1.078
18:13:30:357,0.1366,0.1478,1.0286,1.074
18:13:30:359,0.1427,0.1500,1.0222,1.069
18:13:30:361,0.1488,0.1502,1.0144,1.062
18:13:30:363,0.1529,0.1510,1.0073,1.056
18:13:30:364,0.1554,0.1534,1.0020,1.051
18:13:30:368,0.1566,0.1564,0.9966,1.047
18:13:30:369,0.1561,0.1588,0.9910,1.042
18:13:30:371,0.1554,0.1622,0.9861,1.038
18:13:30:372,0.1542,0.1664,0.9795,1.032
18:13:30:374,0.1512,0.1717,0.9729,1.026
18:13:30:376,0.1485,0.1769,0.9660,1.020
18:13:30:378,0.1449,0.1808,0.9587,1.014
18:13:30:380,0.1415,0.1837,0.9507,1.006
18:13:30:382,0.1385,0.1864,0.9423,0.998
18:13:30:385,0.1346,0.1896,0.9340,0.991
18:13:30:387,0.1302,0.1930,0.9262,0.983
18:13:30:389,0.1251,0.1964,0.9182,0.976
18:13:30:391,0.1207,0.1996,0.9113,0.970
18:13:30:394,0.1153,0.2028,0.9059,0.965
18:13:30:395,0.1094,0.2052,0.9028,0.961
18:13:30:397,0.1046,0.2069,0.8998,0.959
18:13:30:399,0.0999,0.2089,0.8971,0.956
18:13:30:400,0.0945,0.2106,0.8949,0.954
18:13:30:403,0.0904,0.2116,0.8940,0.953
18:13:30:405,0.0884,0.2113,0.8945,0.953
18:13:30:407,0.0880,0.2091,0.8967,0.955
18:13:30:409,0.0894,0.2055,0.9011,0.958
18:13:30:410,0.0926,0.2008,0.9067,0.962
18:13:30:413,0.0941,0.1984,0.9094,0.964
18:13:30:414,0.0975,0.1935,0.9147,0.969
18:13:30:416,0.1004,0.1896,0.9218,0.975
18:13:30:419,0.1038,0.1876,0.9301,0.983
18:13:30:422,0.1070,0.1869,0.9394,0.992
18:13:30:424,0.1092,0.1874,0.9489,1.001
18:13:30:425,0.1112,0.1888,0.9577,1.010
18:13:30:427,0.1129,0.1906,0.9656,1.019
18:13:30:428,0.1138,0.1928,0.9719,1.025
18:13:30:431,0.1146,0.1957,0.9761,1.030
18:13:30:432,0.1153,0.1969,0.9790,1.033
18:13:30:438,0.1173,0.1969,0.9817,1.036
18:13:30:440,0.1224,0.1969,0.9858,1.041
18:13:30:441,0.1300,0.1969,0.9900,1.046
18:13:30:442,0.1400,0.1972,0.9949,1.052
18:13:30:443,0.1505,0.1981,0.9998,1.058
18:13:30:445,0.1617,0.1996,1.0049,1.065
18:13:30:447,0.1735,0.2008,1.0098,1.072
18:13:30:448,0.1849,0.2020,1.0125,1.077
18:13:30:452,0.1954,0.2033,1.0129,1.079
18:13:30:453,0.2042,0.2045,1.0107,1.079
18:13:30:455,0.2111,0.2050,1.0066,1.076
18:13:30:456,0.2157,0.2060,1.0020,1.073
18:13:30:458,0.2174,0.2060,0.9966,1.068
18:13:30:461,0.2157,0.2057,0.9907,1.062
18:13:30:463,0.2099,0.2060,0.9841,1.055
18:13:30:464,0.2025,0.2072,0.9790,1.049
18:13:30:466,0.1967,0.2086,0.9746,1.044
18:13:30:469,0.1908,0.2091,0.9712,1.040
18:13:30:472,0.1845,0.2091,0.9712,1.039
18:13:30:473,0.1771,0.2096,0.9729,1.039
18:13:30:474,0.1691,0.2101,0.9753,1.040
18:13:30:476,0.1622,0.2113,0.9792,1.043
18:13:30:478,0.1578,0.2116,0.9824,1.046
18:13:30:480,0.1549,0.2108,0.9856,1.048
18:13:30:483,0.1524,0.2094,0.9880,1.050
18:13:30:484,0.1490,0.2069,0.9893,1.050
18:13:30:487,0.1446,0.2045,0.9897,1.049
18:13:30:489,0.1393,0.2020,0.9907,1.049
18:13:30:491,0.1334,0.1996,0.9910,1.048
18:13:30:492,0.1297,0.1984,0.9905,1.046
18:13:30:495,0.1209,0.1952,0.9890,1.043
18:13:30:496,0.1119,0.1930,0.9871,1.040
18:13:30:498,0.1033,0.1913,0.9846,1.036
18:13:30:500,0.0948,0.1906,0.9824,1.033
18:13:30:503,0.0865,0.1901,0.9797,1.030
18:13:30:505,0.0779,0.1893,0.9770,1.026
18:13:30:506,0.0699,0.1888,0.9753,1.024
18:13:30:508,0.0623,0.1903,0.9739,1.022
18:13:30:510,0.0552,0.1925,0.9726,1.021
18:13:30:512,0.0493,0.1940,0.9714,1.020
18:13:30:514,0.0447,0.1950,0.9704,1.019
18:13:30:516,0.0423,0.1967,0.9695,1.019
18:13:30:519,0.0428,0.2013,0.9739,1.024
18:13:30:520,0.0435,0.2081,0.9827,1.034
18:13:30:523,0.0425,0.2128,0.9851,1.038
18:13:30:524,0.0403,0.2147,0.9795,1.033
18:13:30:526,0.0393,0.2147,0.9712,1.025
18:13:30:528,0.0408,0.2140,0.9646,1.018
18:13:30:530,0.0445,0.2135,0.9597,1.013
18:13:30:532,0.0496,0.2125,0.9541,1.008
18:13:30:536,0.0550,0.2106,0.9477,1.002
18:13:30:537,0.0591,0.2077,0.9411,0.995
18:13:30:538,0.0611,0.2057,0.9348,0.988
18:13:30:540,0.0616,0.2050,0.9294,0.983
18:13:30:542,0.0616,0.2042,0.9260,0.979
18:13:30:544,0.0621,0.2023,0.9228,0.976
18:13:30:546,0.0630,0.2008,0.9189,0.972
18:13:30:548,0.0665,0.1994,0.9160,0.969
18:13:30:550,0.0718,0.1996,0.9150,0.968
18:13:30:556,0.0779,0.1998,0.9150,0.969
18:13:30:558,0.0838,0.2003,0.9152,0.970
18:13:30:559,0.0865,0.2020,0.9135,0.969
18:13:30:560,0.0862,0.2047,0.9101,0.966
18:13:30:561,0.0853,0.2077,0.9067,0.963
18:13:30:563,0.0858,0.2106,0.9042,0.962
18:13:30:565,0.0870,0.2135,0.9023,0.961
18:13:30:566,0.0877,0.2145,0.9013,0.960
18:13:30:569,0.0892,0.2160,0.9006,0.960
18:13:30:571,0.0904,0.2165,0.9008,0.961
18:13:30:572,0.0919,0.2165,0.9020,0.962
18:13:30:575,0.0938,0.2165,0.9042,0.964
18:13:30:576,0.0955,0.2169,0.9062,0.966
18:13:30:579,0.0963,0.2169,0.9089,0.969
18:13:30:580,0.0950,0.2160,0.9108,0.971
18:13:30:582,0.0928,0.2145,0.9133,0.972
18:13:30:586,0.0892,0.2135,0.9160,0.974
18:13:30:587,0.0838,0.2116,0.9196,0.977
18:13:30:589,0.0787,0.2099,0.9243,0.980
18:13:30:590,0.0730,0.2091,0.9282,0.984
18:13:30:593,0.0662,0.2069,0.9316,0.986
18:13:30:595,0.0599,0.2038,0.9357,0.989
18:13:30:596,0.0557,0.2011,0.9414,0.993
18:13:30:598,0.0535,0.1981,0.9489,1.000
18:13:30:600,0.0530,0.1942,0.9565,1.006
18:13:30:604,0.0530,0.1906,0.9641,1.012
18:13:30:605,0.0533,0.1884,0.9719,1.019
18:13:30:607,0.0547,0.1871,0.9790,1.026
18:13:30:608,0.0557,0.1866,0.9856,1.033
18:13:30:610,0.0562,0.1857,0.9922,1.039
18:13:30:612,0.0562,0.1842,0.9973,1.043
18:13:30:614,0.0569,0.1842,1.0010,1.047
18:13:30:616,0.0555,0.1845,1.0032,1.049
18:13:30:619,0.0537,0.1837,1.0046,1.050
18:13:30:621,0.0528,0.1842,1.0044,1.050
18:13:30:622,0.0530,0.1849,1.0044,1.050
18:13:30:625,0.0540,0.1845,1.0042,1.050
18:13:30:627,0.0540,0.1845,1.0024,1.048
18:13:30:628,0.0537,0.1849,1.0002,1.046
18:13:30:630,0.0542,0.1859,0.9980,1.044
18:13:30:632,0.0555,0.1874,0.9956,1.042
18:13:30:636,0.0567,0.1891,0.9922,1.040
18:13:30:638,0.0574,0.1903,0.9871,1.035
18:13:30:639,0.0579,0.1908,0.9841,1.032
18:13:30:640,0.0599,0.1925,0.9775,1.026
18:13:30:643,0.0635,0.1950,0.9692,1.019
18:13:30:645,0.0677,0.1972,0.9604,1.011
18:13:30:646,0.0708,0.1998,0.9519,1.004
18:13:30:649,0.0726,0.2033,0.9438,0.997
18:13:30:650,0.0718,0.2067,0.9360,0.990
18:13:30:655,0.0696,0.2101,0.9292,0.985
18:13:30:656,0.0674,0.2140,0.9226,0.979
18:13:30:657,0.0669,0.2169,0.9162,0.974
18:13:30:658,0.0687,0.2189,0.9118,0.970
18:13:30:660,0.0711,0.2201,0.9077,0.967
18:13:30:662,0.0752,0.2213,0.9057,0.965
18:13:30:664,0.0806,0.2218,0.9050,0.965
18:13:30:666,0.0850,0.2233,0.9045,0.966
18:13:30:668,0.0899,0.2255,0.9057,0.968
18:13:30:670,0.0931,0.2282,0.9074,0.971
18:13:30:673,0.0955,0.2299,0.9091,0.973
18:13:30:674,0.0963,0.2316,0.9125,0.977
18:13:30:676,0.0965,0.2331,0.9167,0.981
18:13:30:678,0.0963,0.2350,0.9211,0.986
18:13:30:680,0.0955,0.2362,0.9270,0.992
18:13:30:682,0.0950,0.2358,0.9340,0.998
18:13:30:684,0.0933,0.2350,0.9411,1.005
18:13:30:687,0.0904,0.2350,0.9487,1.012
18:13:30:689,0.0877,0.2340,0.9568,1.019
18:13:30:690,0.0848,0.2331,0.9653,1.027
18:13:30:692,0.0816,0.2331,0.9729,1.034
18:13:30:694,0.0784,0.2328,0.9787,1.039
18:13:30:696,0.0748,0.2311,0.9849,1.044
18:13:30:698,0.0708,0.2294,0.9902,1.048
18:13:30:700,0.0672,0.2282,0.9932,1.051
18:13:30:703,0.0633,0.2272,0.9944,1.051
18:13:30:704,0.0589,0.2267,0.9934,1.050
18:13:30:706,0.0552,0.2257,0.9914,1.048
18:13:30:708,0.0525,0.2253,0.9880,1.044
18:13:30:710,0.0501,0.2260,0.9836,1.040
18:13:30:712,0.0486,0.2270,0.9790,1.036
18:13:30:714,0.0481,0.2272,0.9770,1.034
18:13:30:716,0.0469,0.2274,0.9734,1.030
18:13:30:721,0.0450,0.2284,0.9687,1.026
18:13:30:722,0.0435,0.2301,0.9636,1.022
18:13:30:723,0.0420,0.2311,0.9594,1.018
18:13:30:724,0.0406,0.2323,0.9563,1.015
18:13:30:727,0.0406,0.2316,0.9548,1.013
18:13:30:730,0.0410,0.2292,0.9560,1.014
18:13:30:732,0.0425,0.2270,0.9580,1.015
18:13:30:733,0.0445,0.2248,0.9609,1.018
18:13:30:734,0.0467,0.2223,0.9641,1.020
18:13:30:737,0.0469,0.2199,0.9682,1.023
18:13:30:739,0.0469,0.2179,0.9717,1.026
18:13:30:741,0.0459,0.2160,0.9756,1.029
18:13:30:742,0.0442,0.2140,0.9785,1.032
18:13:30:744,0.0435,0.2130,0.9819,1.035
18:13:30:746,0.0425,0.2128,0.9853,1.038
18:13:30:748,0.0403,0.2125,0.9888,1.041
18:13:30:750,0.0379,0.2118,0.9924,1.044
18:13:30:756,0.0344,0.2108,0.9951,1.047
18:13:30:757,0.0305,0.2106,0.9990,1.050
18:13:30:758,0.0274,0.2099,1.0037,1.054
18:13:30:764,0.0249,0.2091,1.0093,1.060
18:13:30:765,0.0220,0.2081,1.0147,1.065
18:13:30:766,0.0176,0.2072,1.0203,1.070
18:13:30:767,0.0132,0.2060,1.0264,1.075
18:13:30:768,0.0095,0.2038,1.0340,1.082
18:13:30:769,0.0073,0.2023,1.0413,1.089
18:13:30:770,0.0066,0.2006,1.0474,1.094
18:13:30:773,0.0064,0.1991,1.0520,1.099
18:13:30:774,0.0066,0.1981,1.0557,1.102
18:13:30:776,0.0081,0.1979,1.0591,1.105
18:13:30:778,0.0107,0.1979,1.0621,1.108
18:13:30:780,0.0137,0.1974,1.0633,1.109
18:13:30:782,0.0164,0.1976,1.0633,1.109
18:13:30:784,0.0198,0.1989,1.0640,1.110
18:13:30:787,0.0239,0.1996,1.0638,1.110
18:13:30:789,0.0276,0.1991,1.0635,1.110
18:13:30:790,0.0310,0.1994,1.0625,1.109
18:13:30:792,0.0322,0.1998,1.0611,1.108
18:13:30:794,0.0349,0.2001,1.0589,1.106
18:13:30:796,0.0388,0.1994,1.0562,1.103
18:13:30:798,0.0442,0.1981,1.0523,1.099
18:13:30:800,0.0501,0.1969,1.0486,1.096
18:13:30:802,0.0572,0.1945,1.0432,1.090
18:13:30:807,0.0643,0.1923,1.0376,1.085
18:13:30:808,0.0696,0.1903,1.0335,1.081
18:13:30:809,0.0687,0.1918,1.0325,1.080
18:13:30:810,0.0530,0.2030,1.0401,1.089
18:13:30:812,0.0249,0.2274,1.0586,1.112
18:13:30:814,-0.0156,0.2690,1.0901,1.153
18:13:30:816,-0.0432,0.2981,1.1209,1.192
18:13:30:818,-0.0462,0.3098,1.1143,1.189
18:13:30:820,-0.0349,0.3125,1.0877,1.164
18:13:30:823,-0.0176,0.3103,1.0608,1.137
18:13:30:824,0.0027,0.3027,1.0359,1.111
18:13:30:827,0.0242,0.2905,1.0100,1.083
18:13:30:828,0.0437,0.2741,0.9858,1.056
18:13:30:830,0.0608,0.2585,0.9663,1.033
