time,gFx,gFy,gFz,0
18:17:35:997,0.9267,0.0647,0.0702,0.936
18:17:35:998,0.9306,0.0635,0.0709,0.940
18:17:36:000,0.9342,0.0611,0.0719,0.943
18:17:36:002,0.9386,0.0591,0.0746,0.948
18:17:36:004,0.9447,0.0572,0.0758,0.954
18:17:36:007,0.9511,0.0562,0.0768,0.960
18:17:36:008,0.9582,0.0557,0.0777,0.967
18:17:36:012,0.9650,0.0555,0.0777,0.974
18:17:36:014,0.9706,0.0562,0.0792,0.979
18:17:36:015,0.9748,0.0564,0.0846,0.984
18:17:36:018,0.9750,0.0528,0.1034,0.986
18:17:36:020,0.9706,0.0430,0.1393,0.986
18:17:36:021,0.9650,0.0264,0.1913,0.989
18:17:36:023,0.9660,0.0064,0.2524,1.003
18:17:36:024,0.9777,-0.0115,0.3091,1.030
18:17:36:027,0.9868,-0.0191,0.3316,1.046
18:17:36:030,1.0073,-0.0291,0.3580,1.074
18:17:36:031,1.0288,-0.0315,0.3565,1.093
18:17:36:032,1.0520,-0.0261,0.3323,1.107
18:17:36:035,1.0767,-0.0142,0.2944,1.120
18:17:36:036,1.0920,-0.0007,0.2500,1.124
18:17:36:038,1.0952,0.0105,0.2055,1.118
18:17:36:040,1.0894,0.0195,0.1674,1.106
18:17:36:042,1.0767,0.0274,0.1354,1.089
18:17:36:049,1.0603,0.0335,0.1080,1.069
18:17:36:051,1.0442,0.0379,0.0853,1.051
18:17:36:053,1.0307,0.0430,0.0689,1.037
18:17:36:055,1.0195,0.0476,0.0589,1.025
18:17:36:056,1.0090,0.0498,0.0506,1.014
18:17:36:057,0.9992,0.0506,0.0465,1.005
18:17:36:059,0.9919,0.0513,0.0465,0.997
18:17:36:060,0.9848,0.0503,0.0472,0.990
18:17:36:061,0.9762,0.0467,0.0457,0.981
18:17:36:064,0.9672,0.0413,0.0426,0.972
18:17:36:067,0.9594,0.0369,0.0387,0.963
18:17:36:068,0.9538,0.0322,0.0343,0.957
18:17:36:070,0.9511,0.0281,0.0308,0.954
18:17:36:072,0.9572,0.0274,0.0340,0.960
18:17:36:073,0.9767,0.0313,0.0440,0.980
18:17:36:074,0.9953,0.0332,0.0514,0.999
18:17:36:078,0.9992,0.0286,0.0511,1.003
18:17:36:079,0.9951,0.0210,0.0499,0.998
18:17:36:082,0.9946,0.0161,0.0504,0.997
18:17:36:083,0.9963,0.0122,0.0611,1.000
18:17:36:084,0.9963,0.0056,0.0909,1.002
18:17:36:087,0.9914,-0.0042,0.1317,1.002
18:17:36:088,0.9865,-0.0139,0.1733,1.004
18:17:36:090,0.9816,-0.0225,0.1982,1.004
18:17:36:092,0.9792,-0.0254,0.2019,1.002
18:17:36:094,0.9821,-0.0215,0.1884,1.002
18:17:36:096,0.9892,-0.0117,0.1642,1.005
18:17:36:098,0.9975,0.0027,0.1388,1.009
18:17:36:100,1.0012,0.0100,0.1271,1.012
18:17:36:102,1.0046,0.0220,0.1058,1.013
18:17:36:104,1.0036,0.0300,0.0878,1.011
18:17:36:107,0.9990,0.0349,0.0707,1.005
18:17:36:108,0.9924,0.0374,0.0548,0.997
18:17:36:113,0.9853,0.0410,0.0406,0.989
18:17:36:114,0.9792,0.0498,0.0296,0.984
18:17:36:116,0.9731,0.0572,0.0206,0.978
18:17:36:117,0.9665,0.0564,0.0103,0.971
18:17:36:118,0.9604,0.0520,-0.0012,0.964
18:17:36:120,0.9547,0.0486,-0.0131,0.958
18:17:36:122,0.9513,0.0457,-0.0261,0.954
18:17:36:124,0.9494,0.0430,-0.0412,0.952
18:17:36:131,0.9477,0.0398,-0.0586,0.951
18:17:36:132,0.9450,0.0369,-0.0784,0.949
18:17:36:133,0.9406,0.0359,-0.0982,0.946
18:17:36:134,0.9357,0.0344,-0.1162,0.943
18:17:36:135,0.9308,0.0335,-0.1328,0.940
18:17:36:136,0.9269,0.0322,-0.1463,0.938
18:17:36:138,0.9237,0.0300,-0.1563,0.936
18:17:36:140,0.9223,0.0288,-0.1627,0.935
18:17:36:142,0.9232,0.0288,-0.1649,0.936
18:17:36:149,0.9252,0.0296,-0.1634,0.938
18:17:36:150,0.9289,0.0305,-0.1600,0.941
18:17:36:151,0.9330,0.0305,-0.1561,0.945
18:17:36:152,0.9318,0.0274,-0.1492,0.942
18:17:36:153,0.9166,0.0156,-0.1333,0.924
18:17:36:154,0.8922,-0.0037,-0.1123,0.897
18:17:36:156,0.8663,-0.0264,-0.0935,0.868
18:17:36:159,0.8436,-0.0491,-0.0764,0.844
18:17:36:163,0.8314,-0.0679,-0.0654,0.831
18:17:36:164,0.8343,-0.0784,-0.0600,0.834
18:17:36:166,0.8524,-0.0796,-0.0556,0.852
18:17:36:167,0.8780,-0.0706,-0.0525,0.877
18:17:36:168,0.9025,-0.0540,-0.0544,0.901
18:17:36:170,0.9205,-0.0381,-0.0620,0.920
18:17:36:172,0.9323,-0.0266,-0.0757,0.933
18:17:36:174,0.9362,-0.0225,-0.0823,0.937
18:17:36:178,0.9398,-0.0156,-0.0972,0.942
18:17:36:180,0.9403,-0.0105,-0.1165,0.945
18:17:36:181,0.9384,-0.0064,-0.1355,0.945
18:17:36:184,0.9362,-0.0012,-0.1482,0.945
18:17:36:185,0.9372,0.0037,-0.1546,0.947
18:17:36:187,0.9420,0.0071,-0.1568,0.952
18:17:36:188,0.9494,0.0100,-0.1573,0.960
18:17:36:191,0.9557,0.0125,-0.1565,0.966
18:17:36:192,0.9584,0.0142,-0.1526,0.968
18:17:36:197,0.9599,0.0137,-0.1431,0.968
18:17:36:198,0.9599,0.0120,-0.1338,0.967
18:17:36:199,0.9574,0.0093,-0.1280,0.964
18:17:36:200,0.9530,0.0068,-0.1228,0.959
18:17:36:202,0.9464,0.0054,-0.1197,0.952
18:17:36:204,0.9386,0.0056,-0.1150,0.943
18:17:36:206,0.9313,0.0071,-0.1111,0.936
18:17:36:207,0.9269,0.0083,-0.1045,0.931
18:17:36:210,0.9247,0.0086,-0.0967,0.928
18:17:36:214,0.9242,0.0078,-0.0935,0.927
18:17:36:215,0.9252,0.0051,-0.0906,0.928
18:17:36:216,0.9289,0.0020,-0.0859,0.931
18:17:36:220,0.9357,-0.0022,-0.0837,0.937
18:17:36:222,0.9433,-0.0071,-0.0830,0.945
18:17:36:223,0.9552,-0.0112,-0.0811,0.956
18:17:36:223,0.9758,-0.0125,-0.0786,0.977
18:17:36:227,1.0017,-0.0125,-0.0754,1.002
18:17:36:233,1.0251,-0.0125,-0.0730,1.026
18:17:36:235,1.0466,-0.0125,-0.0693,1.047
18:17:36:236,1.0723,-0.0147,-0.0649,1.072
18:17:36:237,1.1021,-0.0200,-0.0610,1.102
18:17:36:238,1.1328,-0.0276,-0.0576,1.132
18:17:36:239,1.1627,-0.0376,-0.0515,1.161
18:17:36:240,1.1905,-0.0481,-0.0447,1.189
18:17:36:243,1.2162,-0.0577,-0.0403,1.215
18:17:36:245,1.2272,-0.0613,-0.0385,1.226
18:17:36:255,1.2445,-0.0667,-0.0339,1.243
18:17:36:256,1.2567,-0.0721,-0.0271,1.255
18:17:36:257,1.2614,-0.0784,-0.0197,1.260
18:17:36:258,1.2584,-0.0823,-0.0134,1.257
18:17:36:259,1.2499,-0.0840,-0.0080,1.249
18:17:36:260,1.2364,-0.0836,-0.0051,1.235
18:17:36:261,1.2179,-0.0831,-0.0056,1.217
18:17:36:262,1.1934,-0.0806,-0.0083,1.192
18:17:36:263,1.1661,-0.0757,-0.0134,1.165
18:17:36:264,1.1385,-0.0701,-0.0212,1.137
18:17:36:267,1.1094,-0.0645,-0.0310,1.108
18:17:36:268,1.0789,-0.0586,-0.0425,1.077
18:17:36:270,1.0483,-0.0503,-0.0544,1.047
18:17:36:272,1.0202,-0.0420,-0.0652,1.020
18:17:36:274,0.9955,-0.0364,-0.0735,0.995
18:17:36:275,0.9753,-0.0340,-0.0781,0.976
18:17:36:278,0.9596,-0.0337,-0.0793,0.960
18:17:36:280,0.9494,-0.0364,-0.0757,0.949
18:17:36:282,0.9430,-0.0410,-0.0657,0.943
18:17:36:284,0.9401,-0.0474,-0.0517,0.939
18:17:36:286,0.9394,-0.0545,-0.0371,0.938
18:17:36:287,0.9386,-0.0603,-0.0232,0.937
18:17:36:290,0.9379,-0.0635,-0.0092,0.936
18:17:36:291,0.9367,-0.0650,0.0037,0.935
18:17:36:294,0.9347,-0.0669,0.0159,0.934
18:17:36:297,0.9325,-0.0691,0.0299,0.932
18:17:36:299,0.9345,-0.0713,0.0443,0.935
18:17:36:300,0.9418,-0.0738,0.0570,0.943
18:17:36:302,0.9526,-0.0755,0.0655,0.955
18:17:36:303,0.9657,-0.0760,0.0719,0.969
18:17:36:306,0.9828,-0.0789,0.0748,0.986
18:17:36:307,1.0007,-0.0836,0.0721,1.004
18:17:36:310,1.0180,-0.0862,0.0626,1.020
18:17:36:313,1.0344,-0.0870,0.0506,1.036
18:17:36:315,1.0493,-0.0880,0.0409,1.050
18:17:36:316,1.0615,-0.0887,0.0313,1.062
18:17:36:318,1.0698,-0.0897,0.0225,1.070
18:17:36:320,1.0737,-0.0894,0.0128,1.073
18:17:36:322,1.0740,-0.0884,0.0084,1.073
18:17:36:324,1.0730,-0.0843,0.0020,1.072
18:17:36:326,1.0730,-0.0789,-0.0024,1.072
18:17:36:329,1.0730,-0.0728,-0.0078,1.072
18:17:36:330,1.0720,-0.0645,-0.0144,1.070
18:17:36:332,1.0701,-0.0557,-0.0197,1.068
18:17:36:334,1.0669,-0.0467,-0.0239,1.065
18:17:36:336,1.0630,-0.0379,-0.0305,1.061
18:17:36:338,1.0598,-0.0293,-0.0378,1.058
18:17:36:339,1.0564,-0.0220,-0.0466,1.055
18:17:36:341,1.0515,-0.0161,-0.0571,1.051
18:17:36:349,1.0456,-0.0115,-0.0674,1.046
18:17:36:351,1.0388,-0.0068,-0.0776,1.040
18:17:36:352,1.0288,-0.0029,-0.0884,1.030
18:17:36:352,1.0178,0.0007,-0.0984,1.020
18:17:36:353,1.0078,0.0042,-0.1074,1.011
18:17:36:355,0.9982,0.0086,-0.1126,1.003
18:17:36:356,0.9914,0.0112,-0.1170,0.996
18:17:36:358,0.9877,0.0115,-0.1231,0.993
18:17:36:360,0.9870,0.0115,-0.1280,0.993
18:17:36:363,0.9904,0.0105,-0.1309,0.997
18:17:36:365,0.9970,0.0098,-0.1343,1.004
18:17:36:367,1.0036,0.0095,-0.1399,1.011
18:17:36:368,1.0090,0.0098,-0.1470,1.017
18:17:36:371,1.0144,0.0090,-0.1546,1.023
18:17:36:372,1.0227,0.0073,-0.1622,1.033
18:17:36:373,1.0346,0.0044,-0.1690,1.045
18:17:36:375,1.0456,0.0005,-0.1744,1.057
18:17:36:379,1.0522,-0.0032,-0.1785,1.064
18:17:36:380,1.0544,-0.0071,-0.1790,1.066
18:17:36:382,1.0520,-0.0110,-0.1758,1.063
18:17:36:384,1.0473,-0.0144,-0.1712,1.057
18:17:36:385,1.0437,-0.0176,-0.1639,1.053
18:17:36:387,1.0415,-0.0213,-0.1521,1.049
18:17:36:390,1.0407,-0.0252,-0.1360,1.046
18:17:36:392,1.0410,-0.0286,-0.1167,1.044
18:17:36:394,1.0434,-0.0322,-0.0945,1.045
18:17:36:397,1.0459,-0.0342,-0.0828,1.046
18:17:36:399,1.0503,-0.0391,-0.0610,1.049
18:17:36:401,1.0488,-0.0489,-0.0456,1.047
18:17:36:402,1.0439,-0.0601,-0.0351,1.042
18:17:36:403,1.0398,-0.0708,-0.0268,1.038
18:17:36:406,1.0395,-0.0814,-0.0192,1.038
18:17:36:407,1.0417,-0.0889,-0.0124,1.041
18:17:36:410,1.0412,-0.0948,-0.0087,1.041
18:17:36:412,1.0351,-0.0997,-0.0070,1.035
18:17:36:415,1.0263,-0.1031,-0.0078,1.026
18:17:36:417,1.0168,-0.1048,-0.0080,1.017
18:17:36:418,1.0134,-0.1051,-0.0078,1.013
18:17:36:420,1.0158,-0.0999,-0.0144,1.015
18:17:36:422,1.0114,-0.0945,-0.0371,1.011
18:17:36:423,1.0056,-0.0914,-0.0603,1.006
18:17:36:426,1.0026,-0.0887,-0.0796,1.004
18:17:36:427,1.0009,-0.0872,-0.0977,1.003
18:17:36:433,1.0009,-0.0848,-0.1140,1.004
18:17:36:434,1.0063,-0.0784,-0.1175,1.010
18:17:36:436,1.0092,-0.0706,-0.1155,1.012
18:17:36:438,1.0036,-0.0655,-0.1204,1.007
18:17:36:439,0.9933,-0.0643,-0.1338,0.998
18:17:36:440,0.9819,-0.0652,-0.1512,0.989
18:17:36:442,0.9704,-0.0662,-0.1671,0.980
18:17:36:444,0.9606,-0.0652,-0.1788,0.972
18:17:36:447,0.9535,-0.0638,-0.1886,0.967
18:17:36:449,0.9501,-0.0633,-0.1969,0.965
18:17:36:450,0.9501,-0.0635,-0.2022,0.966
18:17:36:451,0.9528,-0.0645,-0.2052,0.969
18:17:36:454,0.9577,-0.0657,-0.2042,0.974
18:17:36:456,0.9628,-0.0679,-0.2005,0.978
18:17:36:459,0.9640,-0.0708,-0.1947,0.979
18:17:36:460,0.9611,-0.0745,-0.1873,0.975
18:17:36:463,0.9584,-0.0787,-0.1790,0.971
18:17:36:465,0.9579,-0.0831,-0.1722,0.969
18:17:36:466,0.9587,-0.0853,-0.1697,0.970
18:17:36:468,0.9660,-0.0858,-0.1697,0.977
18:17:36:469,0.9692,-0.0855,-0.1683,0.980
18:17:36:471,0.9577,-0.0931,-0.1536,0.967
18:17:36:474,0.9435,-0.1033,-0.1438,0.952
18:17:36:476,0.9328,-0.1121,-0.1438,0.942
18:17:36:479,0.9240,-0.1202,-0.1482,0.934
18:17:36:480,0.9147,-0.1278,-0.1507,0.926
18:17:36:483,0.9049,-0.1358,-0.1495,0.917
18:17:36:485,0.8959,-0.1444,-0.1446,0.908
18:17:36:486,0.8881,-0.1517,-0.1377,0.900
18:17:36:488,0.8827,-0.1564,-0.1260,0.894
18:17:36:490,0.8797,-0.1630,-0.1028,0.889
18:17:36:492,0.8832,-0.1720,-0.0698,0.892
18:17:36:494,0.8927,-0.1798,-0.0334,0.901
18:17:36:496,0.9010,-0.1818,0.0054,0.909
18:17:36:499,0.8995,-0.1717,0.0470,0.909
18:17:36:502,0.8670,-0.1302,0.0882,0.876
18:17:36:503,0.8143,-0.0618,0.1283,0.826
18:17:36:504,0.7952,-0.0220,0.1654,0.815
18:17:36:506,0.8013,-0.0125,0.1948,0.828
18:17:36:508,0.8057,-0.0039,0.2143,0.838
18:17:36:510,0.8079,0.0117,0.2260,0.845
18:17:36:513,0.8182,0.0235,0.2302,0.856
18:17:36:515,0.8409,0.0261,0.2229,0.876
18:17:36:516,0.8695,0.0227,0.2036,0.899
18:17:36:518,0.9008,0.0188,0.1738,0.922
18:17:36:519,0.9318,0.0129,0.1381,0.945
18:17:36:522,0.9604,0.0012,0.1014,0.967
