time,gFx,gFy,gFz,0
22:24:06:556,0.8138,0.1566,0.5561,1.016
22:24:06:557,0.8343,0.1647,0.5363,1.023
22:24:06:560,0.8436,0.1730,0.5199,1.024
22:24:06:562,0.8446,0.1820,0.5080,1.020
22:24:06:563,0.8407,0.1906,0.4994,1.014
22:24:06:565,0.8328,0.1974,0.4945,1.007
22:24:06:567,0.8255,0.2020,0.4926,1.001
22:24:06:568,0.8223,0.2038,0.4962,1.001
22:24:06:570,0.8226,0.2020,0.5028,1.004
22:24:06:573,0.8204,0.2042,0.5070,1.005
22:24:06:575,0.8150,0.2111,0.5158,1.007
22:24:06:576,0.8065,0.2206,0.5434,1.018
22:24:06:578,0.7989,0.2282,0.5805,1.035
22:24:06:579,0.7928,0.2301,0.6147,1.051
22:24:06:583,0.7835,0.2296,0.6399,1.059
22:24:06:585,0.7698,0.2292,0.6533,1.058
22:24:06:586,0.7554,0.2287,0.6597,1.051
22:24:06:588,0.7461,0.2267,0.6616,1.045
22:24:06:589,0.7444,0.2243,0.6589,1.042
22:24:06:592,0.7505,0.2228,0.6494,1.039
22:24:06:594,0.7595,0.2223,0.6348,1.036
22:24:06:595,0.7683,0.2221,0.6189,1.033
22:24:06:597,0.7766,0.2216,0.6015,1.029
22:24:06:600,0.7896,0.2191,0.5822,1.026
22:24:06:601,0.8057,0.2113,0.5627,1.025
22:24:06:603,0.8204,0.2042,0.5424,1.024
22:24:06:605,0.8282,0.2045,0.5219,1.019
22:24:06:607,0.8309,0.2089,0.5055,1.014
22:24:06:609,0.8309,0.2121,0.4950,1.009
22:24:06:611,0.8328,0.2135,0.4899,1.009
22:24:06:613,0.8328,0.2145,0.4892,1.009
22:24:06:616,0.8292,0.2135,0.4894,1.006
22:24:06:617,0.8248,0.2108,0.4906,1.002
22:24:06:619,0.8209,0.2084,0.4948,1.000
22:24:06:621,0.8172,0.2055,0.5023,1.000
22:24:06:624,0.8179,0.1996,0.5163,1.007
22:24:06:625,0.8226,0.1910,0.5351,1.019
22:24:06:627,0.8275,0.1815,0.5534,1.030
22:24:06:632,0.8316,0.1737,0.5673,1.040
22:24:06:634,0.8360,0.1681,0.5774,1.048
22:24:06:635,0.8407,0.1649,0.5837,1.054
22:24:06:636,0.8453,0.1642,0.5871,1.060
22:24:06:637,0.8495,0.1654,0.5879,1.064
22:24:06:639,0.8536,0.1688,0.5847,1.066
22:24:06:641,0.8560,0.1744,0.5776,1.065
22:24:06:643,0.8590,0.1801,0.5693,1.064
22:24:06:645,0.8595,0.1866,0.5602,1.061
22:24:06:647,0.8565,0.1957,0.5519,1.056
22:24:06:652,0.8512,0.2035,0.5453,1.050
22:24:06:654,0.8453,0.2106,0.5419,1.045
22:24:06:655,0.8416,0.2177,0.5419,1.044
22:24:06:656,0.8387,0.2228,0.5500,1.048
22:24:06:657,0.8394,0.2213,0.5651,1.056
22:24:06:659,0.8385,0.2152,0.5798,1.062
22:24:06:661,0.8275,0.2123,0.5888,1.058
22:24:06:663,0.8101,0.2121,0.5920,1.046
22:24:06:667,0.7923,0.2125,0.5954,1.034
22:24:06:668,0.7769,0.2130,0.5998,1.025
22:24:06:670,0.7637,0.2143,0.6047,1.019
22:24:06:671,0.7510,0.2162,0.6079,1.012
22:24:06:673,0.7402,0.2179,0.6076,1.004
22:24:06:675,0.7339,0.2194,0.6069,0.999
22:24:06:677,0.7319,0.2211,0.6081,0.999
22:24:06:679,0.7339,0.2226,0.6113,1.003
22:24:06:683,0.7388,0.2233,0.6133,1.008
22:24:06:685,0.7444,0.2231,0.6125,1.012
22:24:06:687,0.7498,0.2228,0.6081,1.013
22:24:06:688,0.7547,0.2221,0.5996,1.011
22:24:06:689,0.7583,0.2209,0.5876,1.006
22:24:06:691,0.7622,0.2189,0.5761,1.002
22:24:06:693,0.7659,0.2169,0.5666,0.998
22:24:06:695,0.7705,0.2157,0.5598,0.998
22:24:06:697,0.7757,0.2143,0.5554,0.999
22:24:06:700,0.7810,0.2133,0.5507,1.000
22:24:06:702,0.7859,0.2121,0.5463,1.001
22:24:06:703,0.7903,0.2103,0.5419,1.001
22:24:06:705,0.7938,0.2089,0.5378,1.001
22:24:06:707,0.7962,0.2077,0.5322,1.000
22:24:06:710,0.7979,0.2060,0.5263,0.998
22:24:06:711,0.7979,0.2035,0.5221,0.995
22:24:06:716,0.7947,0.2023,0.5192,0.990
22:24:06:717,0.7881,0.2025,0.5165,0.984
22:24:06:718,0.7791,0.2035,0.5121,0.974
22:24:06:719,0.7691,0.2050,0.5082,0.965
22:24:06:722,0.7593,0.2064,0.5055,0.956
22:24:06:723,0.7515,0.2091,0.5043,0.950
22:24:06:725,0.7459,0.2108,0.5048,0.946
22:24:06:727,0.7429,0.2113,0.5060,0.944
22:24:06:729,0.7412,0.2116,0.5099,0.945
22:24:06:731,0.7407,0.2123,0.5168,0.949
22:24:06:735,0.7415,0.2118,0.5256,0.954
22:24:06:737,0.7437,0.2103,0.5341,0.961
22:24:06:738,0.7483,0.2084,0.5414,0.968
22:24:06:739,0.7539,0.2060,0.5502,0.977
22:24:06:741,0.7600,0.2023,0.5605,0.986
22:24:06:743,0.7669,0.1974,0.5720,0.997
22:24:06:745,0.7745,0.1918,0.5822,1.008
22:24:06:747,0.7815,0.1866,0.5905,1.017
22:24:06:752,0.7889,0.1813,0.5979,1.026
22:24:06:754,0.7959,0.1757,0.6028,1.033
22:24:06:756,0.8038,0.1705,0.6054,1.039
22:24:06:757,0.8121,0.1656,0.6040,1.044
22:24:06:758,0.8187,0.1612,0.5984,1.045
22:24:06:759,0.8243,0.1578,0.5883,1.043
22:24:06:761,0.8311,0.1524,0.5756,1.040
22:24:06:765,0.8353,0.1505,0.5605,1.034
22:24:06:767,0.8358,0.1507,0.5524,1.030
22:24:06:769,0.8358,0.1505,0.5363,1.021
22:24:06:770,0.8348,0.1527,0.5175,1.011
22:24:06:771,0.8321,0.1608,0.5092,1.006
22:24:06:774,0.8302,0.1652,0.5063,1.004
22:24:06:775,0.8245,0.1710,0.5006,0.997
22:24:06:777,0.8113,0.1803,0.4962,0.986
22:24:06:779,0.7940,0.1945,0.4938,0.974
22:24:06:781,0.7810,0.2086,0.4911,0.966
22:24:06:785,0.7688,0.2235,0.4894,0.959
22:24:06:786,0.7549,0.2387,0.4870,0.951
22:24:06:788,0.7427,0.2529,0.4840,0.945
22:24:06:789,0.7371,0.2643,0.4818,0.943
22:24:06:791,0.7359,0.2744,0.4828,0.946
22:24:06:793,0.7334,0.2836,0.4850,0.948
22:24:06:795,0.7317,0.2885,0.4870,0.950
22:24:06:797,0.7334,0.2907,0.4884,0.953
22:24:06:800,0.7371,0.2922,0.4923,0.958
22:24:06:801,0.7402,0.2949,0.4982,0.965
22:24:06:804,0.7432,0.2963,0.5065,0.972
22:24:06:805,0.7476,0.2939,0.5155,0.979
22:24:06:807,0.7510,0.2890,0.5246,0.985
22:24:06:809,0.7534,0.2834,0.5348,0.991
22:24:06:811,0.7556,0.2768,0.5441,0.995
22:24:06:813,0.7578,0.2700,0.5527,1.000
22:24:06:815,0.7615,0.2639,0.5624,1.006
22:24:06:818,0.7647,0.2590,0.5725,1.013
22:24:06:820,0.7664,0.2553,0.5788,1.017
22:24:06:821,0.7686,0.2521,0.5798,1.018
22:24:06:823,0.7703,0.2502,0.5756,1.016
22:24:06:825,0.7710,0.2492,0.5690,1.013
22:24:06:827,0.7708,0.2487,0.5607,1.008
22:24:06:837,0.7688,0.2477,0.5527,1.001
22:24:06:839,0.7669,0.2467,0.5475,0.996
22:24:06:840,0.7625,0.2441,0.5463,0.992
22:24:06:841,0.7539,0.2402,0.5480,0.985
22:24:06:842,0.7412,0.2372,0.5517,0.977
22:24:06:843,0.7256,0.2333,0.5571,0.967
22:24:06:844,0.7107,0.2282,0.5639,0.958
22:24:06:846,0.6982,0.2209,0.5715,0.952
22:24:06:847,0.6828,0.2118,0.5786,0.942
22:24:06:848,0.6704,0.2042,0.5910,0.939
22:24:06:849,0.6762,0.1937,0.6054,0.950
22:24:06:855,0.6963,0.1788,0.6169,0.968
22:24:06:857,0.7122,0.1669,0.6221,0.980
22:24:06:858,0.7200,0.1581,0.6194,0.982
22:24:06:859,0.7207,0.1500,0.6074,0.974
22:24:06:860,0.7153,0.1437,0.5883,0.956
22:24:06:861,0.7058,0.1400,0.5649,0.934
22:24:06:863,0.6970,0.1363,0.5412,0.911
22:24:06:865,0.6911,0.1329,0.5234,0.895
22:24:06:866,0.6924,0.1280,0.5136,0.889
22:24:06:869,0.7004,0.1217,0.5077,0.891
22:24:06:871,0.6975,0.1180,0.5023,0.885
22:24:06:873,0.6968,0.1124,0.4982,0.881
22:24:06:875,0.7209,0.1036,0.4980,0.898
22:24:06:877,0.7654,0.0941,0.5009,0.934
22:24:06:878,0.8165,0.0884,0.5065,0.979
22:24:06:881,0.8592,0.0884,0.5104,1.017
22:24:06:885,0.8878,0.0950,0.5097,1.041
22:24:06:886,0.9059,0.1082,0.5038,1.056
22:24:06:887,0.9186,0.1248,0.4931,1.064
22:24:06:889,0.9257,0.1429,0.4804,1.067
22:24:06:891,0.9354,0.1617,0.4686,1.074
22:24:06:893,0.9528,0.1801,0.4586,1.088
22:24:06:895,0.9733,0.1969,0.4506,1.106
22:24:06:897,0.9929,0.2121,0.4454,1.125
22:24:06:899,1.0097,0.2260,0.4413,1.141
22:24:06:902,1.0224,0.2389,0.4391,1.155
22:24:06:904,1.0293,0.2509,0.4420,1.165
22:24:06:905,1.0271,0.2621,0.4515,1.170
22:24:06:906,1.0205,0.2719,0.4672,1.173
22:24:06:909,1.0114,0.2773,0.4870,1.175
22:24:06:910,1.0012,0.2785,0.5089,1.176
22:24:06:914,0.9926,0.2758,0.5302,1.178
22:24:06:915,0.9933,0.2682,0.5446,1.184
22:24:06:917,1.0065,0.2555,0.5497,1.194
22:24:06:919,1.0263,0.2392,0.5444,1.204
22:24:06:921,1.0498,0.2218,0.5307,1.214
22:24:06:923,1.0735,0.2045,0.5133,1.223
22:24:06:925,1.0933,0.1874,0.5004,1.231
22:24:06:927,1.1082,0.1722,0.4936,1.239
22:24:06:929,1.1172,0.1586,0.4936,1.245
22:24:06:930,1.1228,0.1449,0.4984,1.250
22:24:06:934,1.1255,0.1327,0.5009,1.251
22:24:06:935,1.1216,0.1214,0.5055,1.248
22:24:06:938,1.1113,0.1087,0.5190,1.243
22:24:06:940,1.0977,0.0965,0.5348,1.236
22:24:06:941,1.0793,0.0867,0.5407,1.222
22:24:06:943,1.0581,0.0787,0.5483,1.205
22:24:06:945,1.0359,0.0723,0.5549,1.189
22:24:06:946,1.0151,0.0677,0.5568,1.171
22:24:06:949,0.9980,0.0638,0.5576,1.156
22:24:06:954,0.9841,0.0608,0.5617,1.146
22:24:06:956,0.9736,0.0596,0.5698,1.141
22:24:06:957,0.9660,0.0589,0.5835,1.142
22:24:06:958,0.9535,0.0589,0.5788,1.129
22:24:06:959,0.9376,0.0606,0.5678,1.110
22:24:06:961,0.9237,0.0623,0.5590,1.093
22:24:06:963,0.9159,0.0652,0.5578,1.087
22:24:06:965,0.9144,0.0674,0.5593,1.086
22:24:06:967,0.9130,0.0735,0.5620,1.087
22:24:06:970,0.9115,0.0748,0.5598,1.085
22:24:06:971,0.9115,0.0743,0.5578,1.084
22:24:06:972,0.9135,0.0721,0.5554,1.084
22:24:06:974,0.9161,0.0691,0.5512,1.084
22:24:06:977,0.9159,0.0667,0.5475,1.081
22:24:06:978,0.9120,0.0645,0.5436,1.076
22:24:06:981,0.9039,0.0652,0.5400,1.067
22:24:06:983,0.8903,0.0682,0.5387,1.055
22:24:06:985,0.8710,0.0740,0.5373,1.039
22:24:06:986,0.8487,0.0833,0.5363,1.021
22:24:06:989,0.8287,0.0948,0.5356,1.006
22:24:06:990,0.8167,0.1080,0.5344,0.997
22:24:06:992,0.8170,0.1214,0.5358,1.000
22:24:06:994,0.8262,0.1349,0.5366,1.011
22:24:06:996,0.8438,0.1451,0.5336,1.025
22:24:06:998,0.8705,0.1529,0.5197,1.042
22:24:07:001,0.8990,0.1595,0.4896,1.052
22:24:07:003,0.9262,0.1649,0.4518,1.059
22:24:07:004,0.9508,0.1693,0.4102,1.064
22:24:07:006,0.9626,0.1727,0.3648,1.058
22:24:07:009,0.9555,0.1752,0.3189,1.036
22:24:07:010,0.9489,0.1786,0.2813,1.019
22:24:07:014,0.9491,0.1840,0.2571,1.014
22:24:07:016,0.9447,0.1923,0.2378,1.006
22:24:07:017,0.9325,0.2033,0.2273,0.995
22:24:07:018,0.9223,0.2165,0.2270,0.989
22:24:07:021,0.9186,0.2292,0.2358,0.991
22:24:07:022,0.9169,0.2409,0.2500,0.997
22:24:07:024,0.9144,0.2514,0.2624,1.001
22:24:07:026,0.9149,0.2599,0.2720,1.007
22:24:07:028,0.9205,0.2643,0.2781,1.015
22:24:07:033,0.9259,0.2663,0.2793,1.021
22:24:07:035,0.9308,0.2648,0.2793,1.025
22:24:07:036,0.9376,0.2597,0.2783,1.029
22:24:07:037,0.9467,0.2524,0.2747,1.034
22:24:07:038,0.9528,0.2448,0.2722,1.037
22:24:07:041,0.9574,0.2382,0.2749,1.040
22:24:07:042,0.9621,0.2326,0.2810,1.045
22:24:07:044,0.9672,0.2262,0.2861,1.049
22:24:07:046,0.9714,0.2201,0.2886,1.052
22:24:07:049,0.9731,0.2130,0.2891,1.052
22:24:07:054,0.9687,0.2074,0.2878,1.046
22:24:07:056,0.9628,0.2035,0.2839,1.039
22:24:07:057,0.9594,0.2008,0.2749,1.032
22:24:07:057,0.9557,0.1974,0.2676,1.026
22:24:07:059,0.9508,0.1954,0.2634,1.020
22:24:07:061,0.9457,0.1957,0.2583,1.014
22:24:07:063,0.9384,0.1974,0.2510,1.005
22:24:07:065,0.9301,0.1996,0.2458,0.997
22:24:07:071,0.9232,0.2020,0.2448,0.991
22:24:07:073,0.9193,0.2042,0.2431,0.987
22:24:07:074,0.9208,0.2067,0.2385,0.988
22:24:07:074,0.9242,0.2084,0.2321,0.990
22:24:07:075,0.9245,0.2096,0.2234,0.988
22:24:07:077,0.9264,0.2103,0.2143,0.988
22:24:07:078,0.9293,0.2099,0.2121,0.990
22:24:07:080,0.9350,0.2108,0.2177,0.997
22:24:07:088,0.9447,0.2138,0.2302,1.010
22:24:07:090,0.9613,0.2179,0.2492,1.031
22:24:07:092,0.9780,0.2226,0.2700,1.053
22:24:07:093,0.9841,0.2265,0.2886,1.065
22:24:07:094,0.9809,0.2289,0.3057,1.068
22:24:07:094,0.9755,0.2301,0.3203,1.068
22:24:07:095,0.9657,0.2289,0.3252,1.060
22:24:07:096,0.9535,0.2235,0.3142,1.044
22:24:07:098,0.9401,0.2162,0.2859,1.021
22:24:07:101,0.9274,0.2086,0.2441,0.996
22:24:07:104,0.9127,0.2011,0.1987,0.969
22:24:07:105,0.8956,0.1942,0.1554,0.943
22:24:07:106,0.8736,0.1888,0.1171,0.914
22:24:07:108,0.8490,0.1876,0.0856,0.886
22:24:07:110,0.8299,0.1908,0.0614,0.866
22:24:07:112,0.8150,0.1967,0.0433,0.852
22:24:07:114,0.7979,0.2057,0.0267,0.837
22:24:07:116,0.7823,0.2177,0.0120,0.825
22:24:07:119,0.7715,0.2333,-0.0017,0.820
22:24:07:122,0.7603,0.2529,-0.0178,0.816
22:24:07:123,0.7481,0.2734,-0.0363,0.813
22:24:07:124,0.7376,0.2934,-0.0574,0.812
22:24:07:126,0.7271,0.3142,-0.0830,0.814
22:24:07:128,0.7253,0.3340,-0.1148,0.824
22:24:07:130,0.7327,0.3508,-0.1524,0.844
22:24:07:132,0.7444,0.3679,-0.1949,0.870
22:24:07:135,0.7637,0.3858,-0.2428,0.906
22:24:07:137,0.7916,0.4033,-0.2943,0.951
22:24:07:139,0.8199,0.4187,-0.3476,0.998
22:24:07:140,0.8438,0.4302,-0.3979,1.041
22:24:07:143,0.8646,0.4373,-0.4404,1.077
22:24:07:145,0.8795,0.4380,-0.4697,1.101
22:24:07:147,0.8932,0.4329,-0.4805,1.114
22:24:07:148,0.9110,0.4244,-0.4768,1.123
22:24:07:156,0.9311,0.4109,-0.4590,1.127
22:24:07:158,0.9460,0.3926,-0.4319,1.121
22:24:07:159,0.9535,0.3723,-0.3962,1.107
22:24:07:161,0.9513,0.3511,-0.3552,1.084
22:24:07:162,0.9413,0.3279,-0.3087,1.053
22:24:07:163,0.9232,0.2988,-0.2535,1.013
22:24:07:164,0.8954,0.2612,-0.1829,0.960
22:24:07:165,0.8895,0.2282,-0.1226,0.936
22:24:07:166,0.8934,0.2023,-0.0735,0.928
22:24:07:169,0.8964,0.1825,-0.0319,0.924
22:24:07:172,0.9003,0.1681,0.0015,0.925
22:24:07:173,0.9032,0.1586,0.0267,0.926
22:24:07:175,0.9069,0.1542,0.0431,0.930
22:24:07:177,0.9076,0.1532,0.0521,0.931
22:24:07:178,0.9030,0.1576,0.0536,0.927
22:24:07:180,0.8973,0.1664,0.0489,0.924
22:24:07:182,0.8846,0.1783,0.0372,0.913
22:24:07:185,0.8653,0.1932,0.0220,0.898
22:24:07:187,0.8485,0.2064,0.0023,0.885
22:24:07:188,0.8338,0.2169,-0.0224,0.874
22:24:07:190,0.8236,0.2279,-0.0493,0.868
22:24:07:192,0.8223,0.2375,-0.0803,0.871
22:24:07:194,0.8248,0.2487,-0.1135,0.880
22:24:07:196,0.8287,0.2621,-0.1426,0.892
22:24:07:198,0.8324,0.2756,-0.1673,0.904
22:24:07:202,0.8377,0.2878,-0.1910,0.918
22:24:07:204,0.8455,0.2998,-0.2125,0.933
22:24:07:205,0.8607,0.3103,-0.2286,0.954
22:24:07:207,0.8797,0.3161,-0.2359,0.975
22:24:07:208,0.9012,0.3183,-0.2350,0.995
22:24:07:210,0.9225,0.3220,-0.2362,1.016
22:24:07:212,0.9362,0.3235,-0.2413,1.030
22:24:07:214,0.9357,0.3227,-0.2474,1.031
22:24:07:216,0.9223,0.3169,-0.2457,1.016
22:24:07:219,0.9030,0.3032,-0.2362,0.992
22:24:07:221,0.8856,0.2853,-0.2213,0.967
22:24:07:222,0.8700,0.2690,-0.1998,0.942
