time,gFx,gFy,gFz,0
22:25:13:842,0.9912,0.1126,-0.0591,1.003
22:25:13:844,0.9909,0.1116,-0.0591,1.003
22:25:13:846,0.9904,0.1112,-0.0588,1.002
22:25:13:848,0.9904,0.1119,-0.0586,1.003
22:25:13:849,0.9907,0.1112,-0.0593,1.003
22:25:13:851,0.9909,0.1107,-0.0593,1.003
22:25:13:854,0.9907,0.1116,-0.0586,1.003
22:25:13:855,0.9904,0.1112,-0.0576,1.002
22:25:13:858,0.9902,0.1109,-0.0569,1.002
22:25:13:861,0.9904,0.1112,-0.0571,1.002
22:25:13:862,0.9909,0.1109,-0.0576,1.003
22:25:13:864,0.9909,0.1109,-0.0583,1.003
22:25:13:866,0.9907,0.1112,-0.0588,1.003
22:25:13:868,0.9904,0.1112,-0.0593,1.002
22:25:13:869,0.9899,0.1102,-0.0593,1.002
22:25:13:871,0.9892,0.1097,-0.0603,1.001
22:25:13:873,0.9890,0.1102,-0.0603,1.001
22:25:13:875,0.9890,0.1099,-0.0605,1.001
22:25:13:881,0.9885,0.1102,-0.0613,1.000
22:25:13:883,0.9887,0.1094,-0.0620,1.001
22:25:13:884,0.9882,0.1087,-0.0630,1.000
22:25:13:885,0.9877,0.1080,-0.0644,0.999
22:25:13:886,0.9875,0.1082,-0.0657,0.999
22:25:13:887,0.9875,0.1082,-0.0659,0.999
22:25:13:889,0.9872,0.1077,-0.0669,0.999
22:25:13:892,0.9875,0.1075,-0.0681,0.999
22:25:13:905,0.9875,0.1065,-0.0684,0.999
22:25:13:906,0.9875,0.1063,-0.0686,0.999
22:25:13:907,0.9872,0.1063,-0.0686,0.999
22:25:13:908,0.9865,0.1058,-0.0693,0.998
22:25:13:909,0.9853,0.1041,-0.0691,0.997
22:25:13:910,0.9848,0.1038,-0.0686,0.996
22:25:13:911,0.9848,0.1041,-0.0676,0.996
22:25:13:912,0.9850,0.1043,-0.0666,0.996
22:25:13:913,0.9850,0.1046,-0.0662,0.996
22:25:13:913,0.9855,0.1046,-0.0654,0.997
22:25:13:915,0.9865,0.1043,-0.0659,0.998
22:25:13:916,0.9877,0.1043,-0.0657,0.999
22:25:13:918,0.9880,0.1046,-0.0644,0.999
22:25:13:920,0.9882,0.1041,-0.0642,0.999
22:25:13:922,0.9885,0.1036,-0.0640,1.000
22:25:13:924,0.9892,0.1031,-0.0635,1.000
22:25:13:926,0.9897,0.1029,-0.0627,1.001
22:25:13:929,0.9897,0.1033,-0.0610,1.001
22:25:13:931,0.9887,0.1041,-0.0608,1.000
22:25:13:932,0.9892,0.1041,-0.0618,1.000
22:25:13:934,0.9909,0.1041,-0.0620,1.002
22:25:13:936,0.9924,0.1053,-0.0615,1.004
22:25:13:938,0.9931,0.1058,-0.0613,1.004
22:25:13:939,0.9929,0.1060,-0.0610,1.004
22:25:13:942,0.9936,0.1060,-0.0613,1.005
22:25:13:945,0.9948,0.1060,-0.0610,1.006
22:25:13:947,0.9951,0.1065,-0.0603,1.006
22:25:13:948,0.9941,0.1070,-0.0603,1.005
22:25:13:950,0.9929,0.1073,-0.0598,1.004
22:25:13:952,0.9919,0.1075,-0.0591,1.003
22:25:13:954,0.9916,0.1080,-0.0581,1.003
22:25:13:955,0.9914,0.1080,-0.0576,1.003
22:25:13:958,0.9907,0.1087,-0.0581,1.002
22:25:13:959,0.9899,0.1082,-0.0583,1.001
22:25:13:963,0.9899,0.1080,-0.0576,1.001
22:25:13:964,0.9897,0.1082,-0.0574,1.001
22:25:13:965,0.9887,0.1092,-0.0578,1.000
22:25:13:968,0.9887,0.1109,-0.0578,1.001
22:25:13:969,0.9890,0.1119,-0.0571,1.001
22:25:13:971,0.9885,0.1121,-0.0566,1.001
22:25:13:974,0.9882,0.1129,-0.0571,1.000
22:25:13:975,0.9877,0.1136,-0.0561,1.000
22:25:13:982,0.9877,0.1141,-0.0547,1.000
22:25:13:985,0.9885,0.1143,-0.0544,1.001
22:25:13:986,0.9892,0.1151,-0.0547,1.002
22:25:13:989,0.9890,0.1143,-0.0552,1.001
22:25:13:990,0.9892,0.1131,-0.0566,1.001
22:25:13:992,0.9899,0.1126,-0.0571,1.002
22:25:13:993,0.9899,0.1119,-0.0561,1.002
22:25:13:995,0.9899,0.1116,-0.0556,1.002
22:25:13:997,0.9894,0.1119,-0.0564,1.001
22:25:13:999,0.9885,0.1116,-0.0566,1.000
22:25:14:000,0.9870,0.1116,-0.0561,0.999
22:25:14:001,0.9875,0.1109,-0.0554,0.999
22:25:14:002,0.9885,0.1102,-0.0552,1.000
22:25:14:006,0.9892,0.1104,-0.0549,1.001
22:25:14:007,0.9897,0.1112,-0.0542,1.001
22:25:14:008,0.9899,0.1112,-0.0532,1.002
22:25:14:010,0.9897,0.1109,-0.0539,1.001
22:25:14:016,0.9902,0.1112,-0.0549,1.002
22:25:14:017,0.9914,0.1104,-0.0549,1.003
22:25:14:018,0.9919,0.1097,-0.0549,1.003
22:25:14:019,0.9916,0.1090,-0.0554,1.003
22:25:14:020,0.9909,0.1085,-0.0554,1.002
22:25:14:022,0.9909,0.1087,-0.0552,1.002
22:25:14:023,0.9909,0.1085,-0.0552,1.002
22:25:14:026,0.9909,0.1082,-0.0549,1.002
22:25:14:028,0.9902,0.1082,-0.0547,1.002
22:25:14:033,0.9897,0.1085,-0.0554,1.001
22:25:14:034,0.9892,0.1080,-0.0559,1.001
22:25:14:035,0.9882,0.1077,-0.0554,1.000
22:25:14:036,0.9882,0.1068,-0.0547,0.999
22:25:14:037,0.9885,0.1073,-0.0544,1.000
22:25:14:039,0.9890,0.1080,-0.0539,1.000
22:25:14:041,0.9890,0.1080,-0.0534,1.000
22:25:14:044,0.9885,0.1082,-0.0537,1.000
22:25:14:046,0.9882,0.1082,-0.0544,1.000
22:25:14:047,0.9885,0.1087,-0.0544,1.000
22:25:14:050,0.9882,0.1090,-0.0539,1.000
22:25:14:051,0.9880,0.1092,-0.0537,0.999
22:25:14:054,0.9877,0.1099,-0.0539,0.999
22:25:14:055,0.9877,0.1099,-0.0552,0.999
22:25:14:058,0.9880,0.1107,-0.0578,1.000
22:25:14:059,0.9870,0.1112,-0.0593,0.999
22:25:14:062,0.9872,0.1107,-0.0596,0.999
22:25:14:064,0.9885,0.1102,-0.0600,1.000
22:25:14:066,0.9890,0.1109,-0.0603,1.001
22:25:14:069,0.9897,0.1109,-0.0605,1.002
22:25:14:070,0.9907,0.1109,-0.0603,1.003
22:25:14:071,0.9909,0.1104,-0.0600,1.003
22:25:14:074,0.9912,0.1097,-0.0593,1.003
22:25:14:076,0.9914,0.1087,-0.0586,1.003
22:25:14:078,0.9912,0.1082,-0.0588,1.003
22:25:14:080,0.9909,0.1080,-0.0586,1.002
22:25:14:081,0.9899,0.1085,-0.0581,1.001
22:25:14:083,0.9894,0.1085,-0.0583,1.001
22:25:14:085,0.9890,0.1080,-0.0581,1.000
22:25:14:087,0.9890,0.1073,-0.0574,1.000
22:25:14:089,0.9890,0.1065,-0.0569,1.000
22:25:14:091,0.9880,0.1063,-0.0574,0.999
22:25:14:094,0.9865,0.1065,-0.0576,0.998
22:25:14:101,0.9853,0.1075,-0.0571,0.997
22:25:14:103,0.9848,0.1087,-0.0564,0.996
22:25:14:105,0.9858,0.1087,-0.0566,0.997
22:25:14:106,0.9868,0.1077,-0.0566,0.998
22:25:14:107,0.9872,0.1080,-0.0566,0.999
22:25:14:108,0.9877,0.1082,-0.0571,0.999
22:25:14:109,0.9882,0.1087,-0.0574,1.000
22:25:14:110,0.9882,0.1092,-0.0569,1.000
22:25:14:112,0.9880,0.1094,-0.0566,1.000
22:25:14:126,0.9885,0.1102,-0.0566,1.000
22:25:14:128,0.9890,0.1109,-0.0569,1.001
22:25:14:129,0.9899,0.1109,-0.0566,1.002
22:25:14:130,0.9909,0.1102,-0.0559,1.003
22:25:14:131,0.9912,0.1092,-0.0549,1.003
22:25:14:131,0.9914,0.1090,-0.0549,1.003
22:25:14:133,0.9919,0.1094,-0.0556,1.003
22:25:14:134,0.9919,0.1094,-0.0564,1.003
22:25:14:135,0.9916,0.1092,-0.0559,1.003
22:25:14:136,0.9914,0.1094,-0.0552,1.003
22:25:14:137,0.9919,0.1102,-0.0544,1.004
22:25:14:137,0.9921,0.1107,-0.0539,1.004
22:25:14:138,0.9926,0.1102,-0.0552,1.004
22:25:14:139,0.9941,0.1104,-0.0564,1.006
22:25:14:142,0.9951,0.1114,-0.0564,1.007
22:25:14:143,0.9953,0.1109,-0.0556,1.007
22:25:14:146,0.9948,0.1109,-0.0554,1.007
22:25:14:148,0.9955,0.1114,-0.0559,1.007
22:25:14:149,0.9968,0.1119,-0.0564,1.009
22:25:14:152,0.9973,0.1116,-0.0564,1.009
22:25:14:153,0.9968,0.1116,-0.0566,1.009
22:25:14:155,0.9968,0.1114,-0.0564,1.009
22:25:14:166,0.9933,0.1114,-0.0559,1.005
22:25:14:167,0.9931,0.1116,-0.0552,1.005
22:25:14:169,0.9916,0.1124,-0.0549,1.004
22:25:14:171,0.9907,0.1131,-0.0552,1.003
22:25:14:173,0.9894,0.1134,-0.0554,1.002
22:25:14:175,0.9877,0.1129,-0.0552,1.000
22:25:14:177,0.9875,0.1126,-0.0561,1.000
22:25:14:183,0.9877,0.1126,-0.0574,1.000
22:25:14:184,0.9885,0.1126,-0.0578,1.001
22:25:14:185,0.9880,0.1124,-0.0581,1.000
22:25:14:186,0.9877,0.1129,-0.0586,1.000
22:25:14:187,0.9872,0.1131,-0.0591,1.000
22:25:14:189,0.9865,0.1126,-0.0586,0.999
22:25:14:191,0.9860,0.1129,-0.0578,0.998
22:25:14:193,0.9853,0.1131,-0.0581,0.998
22:25:14:200,0.9855,0.1126,-0.0583,0.998
22:25:14:201,0.9865,0.1129,-0.0583,0.999
22:25:14:202,0.9875,0.1134,-0.0583,1.000
22:25:14:203,0.9877,0.1129,-0.0586,1.000
22:25:14:204,0.9887,0.1124,-0.0588,1.001
22:25:14:205,0.9907,0.1121,-0.0586,1.003
22:25:14:207,0.9919,0.1116,-0.0588,1.004
22:25:14:210,0.9931,0.1114,-0.0596,1.005
22:25:14:212,0.9941,0.1112,-0.0588,1.006
22:25:14:213,0.9938,0.1107,-0.0591,1.006
22:25:14:215,0.9938,0.1094,-0.0608,1.006
22:25:14:217,0.9933,0.1085,-0.0605,1.005
22:25:14:219,0.9926,0.1080,-0.0596,1.004
22:25:14:221,0.9921,0.1075,-0.0588,1.004
22:25:14:223,0.9921,0.1075,-0.0576,1.003
22:25:14:225,0.9926,0.1073,-0.0574,1.004
22:25:14:227,0.9926,0.1065,-0.0566,1.004
22:25:14:230,0.9919,0.1060,-0.0559,1.003
22:25:14:231,0.9912,0.1051,-0.0556,1.002
22:25:14:234,0.9912,0.1053,-0.0561,1.002
22:25:14:235,0.9914,0.1055,-0.0566,1.002
22:25:14:237,0.9912,0.1058,-0.0576,1.002
22:25:14:239,0.9899,0.1060,-0.0586,1.001
22:25:14:241,0.9899,0.1073,-0.0586,1.001
22:25:14:243,0.9894,0.1070,-0.0583,1.001
22:25:14:245,0.9890,0.1073,-0.0583,1.000
22:25:14:247,0.9887,0.1082,-0.0588,1.000
22:25:14:249,0.9890,0.1087,-0.0588,1.001
22:25:14:251,0.9897,0.1087,-0.0586,1.001
22:25:14:253,0.9899,0.1090,-0.0578,1.002
22:25:14:255,0.9902,0.1092,-0.0574,1.002
22:25:14:257,0.9894,0.1094,-0.0569,1.001
22:25:14:259,0.9892,0.1104,-0.0561,1.001
22:25:14:262,0.9890,0.1114,-0.0559,1.001
22:25:14:263,0.9885,0.1112,-0.0556,1.000
22:25:14:265,0.9885,0.1109,-0.0559,1.000
22:25:14:267,0.9885,0.1109,-0.0559,1.000
22:25:14:269,0.9890,0.1112,-0.0561,1.001
22:25:14:271,0.9890,0.1119,-0.0566,1.001
22:25:14:273,0.9887,0.1129,-0.0578,1.001
22:25:14:275,0.9887,0.1126,-0.0586,1.001
22:25:14:277,0.9894,0.1126,-0.0588,1.002
22:25:14:279,0.9892,0.1136,-0.0586,1.002
22:25:14:281,0.9890,0.1146,-0.0586,1.001
22:25:14:283,0.9885,0.1141,-0.0593,1.001
22:25:14:285,0.9887,0.1131,-0.0596,1.001
22:25:14:287,0.9894,0.1138,-0.0591,1.002
22:25:14:289,0.9897,0.1143,-0.0588,1.002
22:25:14:291,0.9899,0.1148,-0.0588,1.003
22:25:14:293,0.9894,0.1151,-0.0583,1.002
22:25:14:298,0.9892,0.1148,-0.0578,1.002
22:25:14:300,0.9887,0.1138,-0.0571,1.001
22:25:14:301,0.9887,0.1134,-0.0566,1.001
22:25:14:302,0.9890,0.1131,-0.0571,1.001
22:25:14:303,0.9890,0.1129,-0.0569,1.001
22:25:14:306,0.9885,0.1131,-0.0559,1.001
22:25:14:307,0.9880,0.1126,-0.0561,1.000
22:25:14:309,0.9872,0.1121,-0.0569,0.999
22:25:14:311,0.9875,0.1116,-0.0566,0.999
22:25:14:319,0.9882,0.1109,-0.0564,1.000
22:25:14:321,0.9882,0.1104,-0.0564,1.000
22:25:14:322,0.9877,0.1102,-0.0578,1.000
22:25:14:323,0.9877,0.1094,-0.0583,0.999
22:25:14:323,0.9872,0.1087,-0.0583,0.999
22:25:14:324,0.9870,0.1092,-0.0593,0.999
22:25:14:325,0.9880,0.1092,-0.0593,1.000
22:25:14:327,0.9890,0.1087,-0.0596,1.001
22:25:14:329,0.9887,0.1082,-0.0598,1.000
22:25:14:331,0.9882,0.1077,-0.0608,1.000
22:25:14:334,0.9885,0.1080,-0.0603,1.000
22:25:14:335,0.9885,0.1085,-0.0603,1.000
22:25:14:337,0.9880,0.1090,-0.0603,1.000
22:25:14:338,0.9877,0.1082,-0.0605,0.999
22:25:14:341,0.9887,0.1073,-0.0596,1.000
22:25:14:343,0.9894,0.1065,-0.0593,1.001
22:25:14:346,0.9894,0.1063,-0.0596,1.001
22:25:14:348,0.9902,0.1060,-0.0603,1.001
22:25:14:349,0.9904,0.1058,-0.0610,1.002
22:25:14:351,0.9899,0.1055,-0.0610,1.001
22:25:14:353,0.9902,0.1046,-0.0608,1.001
22:25:14:355,0.9912,0.1036,-0.0608,1.002
22:25:14:357,0.9916,0.1031,-0.0610,1.002
22:25:14:359,0.9919,0.1031,-0.0613,1.003
22:25:14:361,0.9921,0.1029,-0.0630,1.003
22:25:14:363,0.9926,0.1024,-0.0644,1.003
22:25:14:365,0.9933,0.1014,-0.0642,1.004
22:25:14:367,0.9938,0.1004,-0.0647,1.004
22:25:14:369,0.9936,0.0999,-0.0654,1.004
22:25:14:371,0.9938,0.0994,-0.0662,1.004
22:25:14:373,0.9946,0.0994,-0.0664,1.005
22:25:14:375,0.9941,0.0992,-0.0657,1.004
22:25:14:377,0.9933,0.0987,-0.0652,1.004
22:25:14:383,0.9931,0.0980,-0.0649,1.003
22:25:14:385,0.9929,0.0980,-0.0652,1.003
22:25:14:386,0.9924,0.0982,-0.0657,1.003
22:25:14:387,0.9914,0.0985,-0.0649,1.002
22:25:14:388,0.9899,0.0982,-0.0657,1.000
22:25:14:389,0.9890,0.0980,-0.0666,0.999
22:25:14:391,0.9885,0.0977,-0.0671,0.999
22:25:14:393,0.9885,0.0980,-0.0676,0.999
22:25:14:403,0.9877,0.0982,-0.0679,0.998
22:25:14:405,0.9870,0.0987,-0.0674,0.997
22:25:14:406,0.9855,0.0989,-0.0676,0.996
22:25:14:408,0.9843,0.0997,-0.0679,0.995
22:25:14:409,0.9838,0.1007,-0.0669,0.995
22:25:14:410,0.9843,0.1016,-0.0666,0.995
22:25:14:411,0.9843,0.1019,-0.0674,0.995
22:25:14:412,0.9838,0.1016,-0.0679,0.995
22:25:14:413,0.9836,0.1024,-0.0679,0.995
22:25:14:414,0.9836,0.1029,-0.0679,0.995
22:25:14:415,0.9841,0.1031,-0.0676,0.995
22:25:14:418,0.9846,0.1033,-0.0671,0.996
22:25:14:419,0.9850,0.1038,-0.0664,0.996
22:25:14:420,0.9853,0.1046,-0.0664,0.997
22:25:14:423,0.9855,0.1043,-0.0666,0.997
22:25:14:425,0.9863,0.1043,-0.0666,0.998
22:25:14:426,0.9865,0.1053,-0.0659,0.998
22:25:14:430,0.9855,0.1060,-0.0662,0.997
22:25:14:432,0.9853,0.1065,-0.0662,0.997
22:25:14:433,0.9850,0.1065,-0.0659,0.997
22:25:14:434,0.9850,0.1060,-0.0654,0.997
22:25:14:437,0.9848,0.1065,-0.0647,0.996
22:25:14:439,0.9843,0.1073,-0.0652,0.996
22:25:14:440,0.9855,0.1077,-0.0644,0.997
22:25:14:444,0.9860,0.1077,-0.0632,0.998
22:25:14:445,0.9863,0.1073,-0.0627,0.998
22:25:14:448,0.9870,0.1075,-0.0620,0.999
22:25:14:450,0.9875,0.1077,-0.0608,0.999
22:25:14:451,0.9890,0.1082,-0.0600,1.001
22:25:14:452,0.9897,0.1082,-0.0591,1.001
22:25:14:454,0.9897,0.1077,-0.0591,1.001
22:25:14:456,0.9897,0.1080,-0.0591,1.001
22:25:14:458,0.9909,0.1090,-0.0583,1.003
22:25:14:460,0.9921,0.1094,-0.0574,1.004
22:25:14:463,0.9938,0.1099,-0.0564,1.005
22:25:14:465,0.9943,0.1099,-0.0566,1.006
22:25:14:466,0.9933,0.1099,-0.0571,1.005
22:25:14:469,0.9931,0.1102,-0.0564,1.005
22:25:14:470,0.9941,0.1109,-0.0556,1.006
22:25:14:473,0.9941,0.1112,-0.0544,1.006
22:25:14:474,0.9938,0.1114,-0.0532,1.006
22:25:14:477,0.9938,0.1107,-0.0537,1.005
22:25:14:483,0.9931,0.1116,-0.0534,1.005
22:25:14:485,0.9921,0.1124,-0.0525,1.004
22:25:14:486,0.9919,0.1126,-0.0525,1.004
22:25:14:487,0.9916,0.1124,-0.0527,1.004
22:25:14:488,0.9912,0.1119,-0.0530,1.003
22:25:14:489,0.9907,0.1121,-0.0525,1.003
22:25:14:491,0.9899,0.1126,-0.0520,1.002
22:25:14:493,0.9897,0.1129,-0.0520,1.002
22:25:14:495,0.9902,0.1124,-0.0525,1.002
22:25:14:497,0.9904,0.1112,-0.0527,1.002
22:25:14:504,0.9899,0.1112,-0.0530,1.002
22:25:14:505,0.9897,0.1116,-0.0530,1.002
22:25:14:506,0.9897,0.1116,-0.0532,1.002
22:25:14:507,0.9899,0.1112,-0.0539,1.002
22:25:14:508,0.9899,0.1112,-0.0544,1.002
22:25:14:509,0.9897,0.1109,-0.0547,1.001
22:25:14:510,0.9899,0.1107,-0.0554,1.002
22:25:14:513,0.9909,0.1097,-0.0559,1.003
22:25:14:515,0.9909,0.1092,-0.0559,1.002
22:25:14:517,0.9907,0.1092,-0.0566,1.002
22:25:14:519,0.9902,0.1087,-0.0574,1.002
22:25:14:522,0.9899,0.1082,-0.0578,1.001
22:25:14:523,0.9912,0.1080,-0.0574,1.003
22:25:14:525,0.9909,0.1080,-0.0578,1.002
22:25:14:526,0.9912,0.1082,-0.0588,1.003
22:25:14:530,0.9916,0.1082,-0.0593,1.003
22:25:14:532,0.9921,0.1080,-0.0593,1.004
22:25:14:533,0.9924,0.1073,-0.0591,1.004
22:25:14:534,0.9919,0.1065,-0.0586,1.003
22:25:14:536,0.9916,0.1060,-0.0583,1.003
22:25:14:538,0.9916,0.1053,-0.0586,1.003
22:25:14:540,0.9916,0.1048,-0.0578,1.003
22:25:14:542,0.9921,0.1046,-0.0574,1.003
22:25:14:544,0.9921,0.1041,-0.0571,1.003
22:25:14:548,0.9912,0.1031,-0.0569,1.002
22:25:14:549,0.9904,0.1031,-0.0571,1.001
22:25:14:550,0.9897,0.1038,-0.0571,1.000
22:25:14:553,0.9890,0.1036,-0.0569,1.000
22:25:14:554,0.9880,0.1031,-0.0559,0.999
22:25:14:557,0.9877,0.1029,-0.0552,0.998
22:25:14:558,0.9875,0.1033,-0.0549,0.998
22:25:14:560,0.9872,0.1041,-0.0554,0.998
22:25:14:566,0.9872,0.1046,-0.0554,0.998
22:25:14:569,0.9870,0.1038,-0.0552,0.998
22:25:14:570,0.9868,0.1038,-0.0552,0.997
22:25:14:571,0.9863,0.1043,-0.0554,0.997
22:25:14:572,0.9863,0.1048,-0.0554,0.997
22:25:14:573,0.9860,0.1048,-0.0552,0.997
22:25:14:574,0.9860,0.1046,-0.0549,0.997
22:25:14:577,0.9858,0.1046,-0.0549,0.997
22:25:14:585,0.9858,0.1053,-0.0549,0.997
22:25:14:588,0.9868,0.1063,-0.0542,0.998
22:25:14:589,0.9872,0.1060,-0.0534,0.998
22:25:14:590,0.9868,0.1055,-0.0534,0.998
22:25:14:591,0.9860,0.1053,-0.0544,0.997
22:25:14:592,0.9863,0.1053,-0.0549,0.997
22:25:14:593,0.9868,0.1058,-0.0549,0.998
22:25:14:595,0.9860,0.1065,-0.0549,0.997
22:25:14:598,0.9855,0.1075,-0.0547,0.997
22:25:14:599,0.9860,0.1087,-0.0547,0.998
22:25:14:601,0.9863,0.1087,-0.0552,0.998
22:25:14:603,0.9870,0.1073,-0.0556,0.998
22:25:14:604,0.9880,0.1075,-0.0559,0.999
22:25:14:606,0.9890,0.1085,-0.0556,1.000
22:25:14:607,0.9894,0.1085,-0.0549,1.001
22:25:14:608,0.9897,0.1092,-0.0547,1.001
22:25:14:614,0.9899,0.1104,-0.0547,1.002
22:25:14:616,0.9907,0.1109,-0.0539,1.002
22:25:14:617,0.9907,0.1109,-0.0530,1.002
22:25:14:618,0.9899,0.1109,-0.0522,1.002
22:25:14:620,0.9897,0.1114,-0.0522,1.001
22:25:14:621,0.9899,0.1119,-0.0510,1.002
22:25:14:622,0.9907,0.1124,-0.0498,1.003
22:25:14:624,0.9912,0.1129,-0.0495,1.003
22:25:14:626,0.9912,0.1136,-0.0493,1.003
22:25:14:628,0.9916,0.1148,-0.0488,1.004
22:25:14:631,0.9921,0.1156,-0.0486,1.004
22:25:14:632,0.9921,0.1156,-0.0486,1.004
22:25:14:634,0.9919,0.1158,-0.0486,1.004
22:25:14:636,0.9914,0.1158,-0.0486,1.004
22:25:14:638,0.9909,0.1156,-0.0493,1.003
22:25:14:640,0.9909,0.1156,-0.0498,1.003
22:25:14:642,0.9907,0.1153,-0.0488,1.003
22:25:14:644,0.9897,0.1158,-0.0481,1.002
22:25:14:646,0.9890,0.1160,-0.0481,1.001
22:25:14:654,0.9882,0.1163,-0.0473,1.001
22:25:14:656,0.9882,0.1168,-0.0471,1.001
22:25:14:657,0.9877,0.1168,-0.0469,1.000
22:25:14:657,0.9875,0.1165,-0.0464,1.000
22:25:14:658,0.9870,0.1170,-0.0459,1.000
22:25:14:659,0.9865,0.1173,-0.0451,0.999
22:25:14:660,0.9870,0.1165,-0.0444,0.999
22:25:14:662,0.9877,0.1163,-0.0447,1.000
22:25:14:664,0.9880,0.1160,-0.0447,1.000
22:25:14:666,0.9887,0.1156,-0.0447,1.001
22:25:14:668,0.9892,0.1151,-0.0456,1.001
22:25:14:670,0.9897,0.1151,-0.0466,1.002
22:25:14:672,0.9909,0.1143,-0.0473,1.003
22:25:14:674,0.9916,0.1129,-0.0483,1.004
22:25:14:676,0.9926,0.1126,-0.0500,1.004
22:25:14:678,0.9941,0.1129,-0.0517,1.006
22:25:14:680,0.9946,0.1129,-0.0532,1.007
22:25:14:682,0.9941,0.1124,-0.0532,1.006
22:25:14:684,0.9943,0.1124,-0.0530,1.006
22:25:14:686,0.9951,0.1119,-0.0530,1.007
22:25:14:688,0.9953,0.1119,-0.0532,1.007
22:25:14:690,0.9948,0.1114,-0.0530,1.007
22:25:14:692,0.9946,0.1109,-0.0532,1.006
22:25:14:694,0.9943,0.1107,-0.0537,1.006
22:25:14:696,0.9943,0.1104,-0.0525,1.006
22:25:14:701,0.9946,0.1107,-0.0515,1.006
22:25:14:702,0.9953,0.1102,-0.0510,1.007
22:25:14:703,0.9960,0.1102,-0.0508,1.007
22:25:14:704,0.9960,0.1097,-0.0510,1.007
22:25:14:706,0.9955,0.1087,-0.0510,1.007
22:25:14:708,0.9951,0.1087,-0.0508,1.006
22:25:14:710,0.9951,0.1080,-0.0503,1.006
22:25:14:712,0.9946,0.1080,-0.0503,1.006
22:25:14:727,0.9931,0.1077,-0.0510,1.004
22:25:14:728,0.9926,0.1073,-0.0515,1.004
22:25:14:730,0.9919,0.1070,-0.0512,1.003
22:25:14:731,0.9914,0.1060,-0.0512,1.002
22:25:14:732,0.9907,0.1053,-0.0515,1.001
22:25:14:732,0.9902,0.1058,-0.0512,1.001
22:25:14:733,0.9899,0.1070,-0.0512,1.001
22:25:14:734,0.9899,0.1073,-0.0522,1.001
22:25:14:735,0.9892,0.1070,-0.0530,1.000
22:25:14:735,0.9880,0.1068,-0.0537,0.999
22:25:14:736,0.9880,0.1073,-0.0537,0.999
22:25:14:737,0.9885,0.1082,-0.0544,1.000
22:25:14:738,0.9885,0.1080,-0.0542,1.000
22:25:14:740,0.9877,0.1073,-0.0542,0.999
22:25:14:742,0.9882,0.1073,-0.0559,0.999
22:25:14:744,0.9892,0.1070,-0.0574,1.000
22:25:14:746,0.9897,0.1065,-0.0574,1.001
22:25:14:749,0.9894,0.1058,-0.0581,1.001
22:25:14:750,0.9892,0.1058,-0.0596,1.000
22:25:14:752,0.9892,0.1060,-0.0605,1.000
22:25:14:754,0.9892,0.1058,-0.0603,1.000
22:25:14:756,0.9899,0.1055,-0.0603,1.001
22:25:14:758,0.9899,0.1053,-0.0603,1.001
22:25:14:760,0.9897,0.1046,-0.0600,1.001
22:25:14:762,0.9899,0.1041,-0.0600,1.001
22:25:14:764,0.9909,0.1041,-0.0588,1.002
22:25:14:766,0.9912,0.1036,-0.0569,1.002
22:25:14:768,0.9912,0.1031,-0.0561,1.002
22:25:14:770,0.9909,0.1021,-0.0564,1.001
22:25:14:772,0.9907,0.1029,-0.0559,1.001
22:25:14:773,0.9904,0.1036,-0.0552,1.001
22:25:14:775,0.9902,0.1038,-0.0539,1.001
22:25:14:778,0.9907,0.1031,-0.0534,1.001
22:25:14:780,0.9907,0.1026,-0.0544,1.001
22:25:14:782,0.9897,0.1029,-0.0537,1.000
22:25:14:785,0.9890,0.1026,-0.0522,0.999
22:25:14:786,0.9885,0.1029,-0.0510,0.999
22:25:14:788,0.9880,0.1036,-0.0510,0.999
22:25:14:790,0.9877,0.1046,-0.0510,0.998
22:25:14:792,0.9875,0.1048,-0.0500,0.998
22:25:14:794,0.9877,0.1046,-0.0495,0.998
22:25:14:796,0.9877,0.1046,-0.0500,0.998
22:25:14:802,0.9882,0.1053,-0.0512,0.999
22:25:14:804,0.9885,0.1058,-0.0517,0.999
22:25:14:805,0.9882,0.1065,-0.0527,0.999
22:25:14:807,0.9877,0.1068,-0.0534,0.999
22:25:14:808,0.9882,0.1073,-0.0534,0.999
22:25:14:809,0.9887,0.1075,-0.0537,1.000
22:25:14:810,0.9894,0.1073,-0.0542,1.001
22:25:14:811,0.9907,0.1077,-0.0547,1.002
22:25:14:822,0.9919,0.1077,-0.0552,1.003
22:25:14:824,0.9924,0.1073,-0.0544,1.004
22:25:14:825,0.9924,0.1075,-0.0537,1.004
22:25:14:826,0.9933,0.1077,-0.0525,1.005
22:25:14:827,0.9948,0.1070,-0.0517,1.006
22:25:14:827,0.9948,0.1065,-0.0515,1.006
22:25:14:828,0.9946,0.1070,-0.0508,1.006
22:25:14:829,0.9958,0.1070,-0.0505,1.007
22:25:14:830,0.9968,0.1080,-0.0508,1.008
22:25:14:833,0.9970,0.1087,-0.0495,1.008
22:25:14:834,0.9968,0.1090,-0.0481,1.008
22:25:14:836,0.9960,0.1087,-0.0476,1.007
22:25:14:838,0.9960,0.1082,-0.0481,1.007
22:25:14:840,0.9958,0.1082,-0.0486,1.007
22:25:14:842,0.9955,0.1090,-0.0478,1.007
22:25:14:844,0.9958,0.1092,-0.0473,1.007
