time,gFx,gFy,gFz,TgF
22:51:50:040,0.8404,0.1031,0.1286,0.865
22:51:50:043,0.8465,0.0843,0.2033,0.883
22:51:50:044,0.8517,0.0679,0.2554,0.901
22:51:50:046,0.8534,0.0518,0.3035,0.916
22:51:50:051,0.8570,0.0371,0.3536,0.937
22:51:50:053,0.8658,0.0237,0.4071,0.966
22:51:50:054,0.8751,0.0110,0.4608,0.998
22:51:50:055,0.8871,-0.0012,0.5070,1.031
22:51:50:057,0.8995,-0.0132,0.5453,1.061
22:51:50:058,0.9078,-0.0230,0.5727,1.082
22:51:50:060,0.9164,-0.0318,0.5879,1.097
22:51:50:063,0.9242,-0.0386,0.5959,1.108
22:51:50:065,0.9315,-0.0440,0.5964,1.115
22:51:50:067,0.9379,-0.0472,0.5874,1.115
22:51:50:068,0.9423,-0.0479,0.5681,1.108
22:51:50:070,0.9428,-0.0481,0.5358,1.092
22:51:50:072,0.9394,-0.0464,0.4906,1.067
22:51:50:074,0.9335,-0.0408,0.4352,1.036
22:51:50:076,0.9274,-0.0327,0.3734,1.005
22:51:50:078,0.9223,-0.0222,0.3089,0.977
22:51:50:081,0.9201,-0.0110,0.2441,0.956
22:51:50:083,0.9220,-0.0007,0.1808,0.943
22:51:50:084,0.9259,0.0105,0.1207,0.936
22:51:50:086,0.9311,0.0232,0.0653,0.936
22:51:50:088,0.9389,0.0352,0.0142,0.941
22:51:50:090,0.9474,0.0467,-0.0332,0.951
22:51:50:092,0.9562,0.0579,-0.0774,0.962
22:51:50:095,0.9645,0.0696,-0.1197,0.975
22:51:50:097,0.9736,0.0816,-0.1590,0.991
22:51:50:100,0.9816,0.0926,-0.1947,1.006
22:51:50:101,0.9858,0.1024,-0.2254,1.017
22:51:50:103,0.9814,0.1104,-0.2508,1.019
22:51:50:105,0.9865,0.1168,-0.2792,1.032
22:51:50:106,1.0039,0.1209,-0.3024,1.055
22:51:50:108,1.0173,0.1224,-0.3129,1.071
22:51:50:110,1.0236,0.1214,-0.3112,1.077
22:51:50:115,1.0290,0.1180,-0.2946,1.077
22:51:50:117,1.0354,0.1121,-0.2604,1.074
22:51:50:118,1.0412,0.1033,-0.2098,1.068
22:51:50:119,1.0476,0.0897,-0.1463,1.063
22:51:50:121,1.0530,0.0728,-0.0781,1.060
22:51:50:122,1.0505,0.0557,-0.0280,1.054
22:51:50:124,1.0388,0.0435,-0.0173,1.041
22:51:50:127,1.0195,0.0398,-0.0488,1.022
22:51:50:128,1.0014,0.0472,-0.1033,1.008
22:51:50:132,0.9960,0.0603,-0.1543,1.010
22:51:50:134,0.9985,0.0748,-0.1893,1.019
22:51:50:135,0.9995,0.0889,-0.2079,1.025
22:51:50:136,0.9977,0.1004,-0.2157,1.026
22:51:50:138,0.9953,0.1080,-0.2159,1.025
22:51:50:140,0.9953,0.1112,-0.2091,1.024
22:51:50:142,0.9987,0.1112,-0.1983,1.026
22:51:50:144,0.9997,0.1082,-0.1856,1.024
22:51:50:147,0.9933,0.1041,-0.1712,1.015
22:51:50:153,0.9838,0.1009,-0.1556,1.003
22:51:50:155,0.9760,0.0987,-0.1416,0.993
22:51:50:156,0.9697,0.0982,-0.1311,0.986
22:51:50:157,0.9638,0.0997,-0.1238,0.979
22:51:50:158,0.9584,0.1029,-0.1211,0.974
22:51:50:159,0.9543,0.1073,-0.1221,0.971
22:51:50:160,0.9513,0.1116,-0.1267,0.969
22:51:50:162,0.9489,0.1175,-0.1338,0.969
22:51:50:169,0.9494,0.1241,-0.1404,0.971
22:51:50:170,0.9550,0.1280,-0.1451,0.978
22:51:50:172,0.9633,0.1307,-0.1456,0.986
22:51:50:172,0.9716,0.1331,-0.1434,0.995
22:51:50:173,0.9767,0.1373,-0.1380,1.000
22:51:50:175,0.9792,0.1417,-0.1294,1.002
22:51:50:176,0.9804,0.1441,-0.1179,1.003
22:51:50:178,0.9811,0.1454,-0.1052,1.002
22:51:50:183,0.9816,0.1459,-0.0918,1.002
22:51:50:185,0.9809,0.1456,-0.0779,1.000
22:51:50:186,0.9792,0.1434,-0.0620,0.997
22:51:50:187,0.9767,0.1419,-0.0454,0.994
22:51:50:188,0.9777,0.1412,-0.0268,0.994
22:51:50:190,0.9828,0.1402,-0.0051,0.999
22:51:50:192,0.9882,0.1405,0.0181,1.005
22:51:50:194,0.9931,0.1410,0.0428,1.011
22:51:50:197,0.9951,0.1427,0.0670,1.015
22:51:50:201,0.9970,0.1444,0.0841,1.019
22:51:50:202,1.0019,0.1463,0.0958,1.025
22:51:50:204,1.0070,0.1505,0.1058,1.032
22:51:50:205,1.0112,0.1556,0.1090,1.038
22:51:50:206,1.0156,0.1590,0.1044,1.042
22:51:50:208,1.0166,0.1620,0.0985,1.043
22:51:50:210,1.0168,0.1652,0.0907,1.043
22:51:50:212,1.0175,0.1700,0.0807,1.044
22:51:50:216,1.0185,0.1757,0.0692,1.045
22:51:50:218,1.0214,0.1825,0.0599,1.049
22:51:50:219,1.0190,0.1876,0.0506,1.047
22:51:50:220,1.0131,0.1920,0.0394,1.041
22:51:50:223,1.0029,0.1952,0.0279,1.032
22:51:50:225,0.9924,0.1954,0.0167,1.021
22:51:50:226,0.9846,0.1945,0.0067,1.013
22:51:50:228,0.9767,0.1940,-0.0031,1.005
22:51:50:233,0.9657,0.1920,-0.0168,0.994
22:51:50:235,0.9526,0.1898,-0.0307,0.980
22:51:50:236,0.9408,0.1879,-0.0437,0.969
22:51:50:237,0.9333,0.1849,-0.0581,0.961
22:51:50:239,0.9335,0.1815,-0.0708,0.961
22:51:50:240,0.9359,0.1783,-0.0823,0.964
22:51:50:243,0.9391,0.1747,-0.0940,0.967
22:51:50:245,0.9423,0.1717,-0.1052,0.970
22:51:50:246,0.9425,0.1688,-0.1157,0.971
22:51:50:254,0.9403,0.1686,-0.1231,0.969
22:51:50:256,0.9386,0.1681,-0.1280,0.968
22:51:50:257,0.9403,0.1652,-0.1326,0.969
22:51:50:258,0.9472,0.1608,-0.1360,0.976
22:51:50:259,0.9543,0.1564,-0.1390,0.982
22:51:50:260,0.9591,0.1507,-0.1451,0.986
22:51:50:261,0.9665,0.1446,-0.1531,0.993
22:51:50:263,0.9745,0.1380,-0.1609,1.001
22:51:50:277,0.9828,0.1324,-0.1683,1.009
22:51:50:279,0.9946,0.1280,-0.1734,1.020
22:51:50:280,1.0048,0.1244,-0.1788,1.031
22:51:50:281,1.0139,0.1224,-0.1842,1.040
22:51:50:283,1.0229,0.1229,-0.1881,1.049
22:51:50:285,1.0302,0.1224,-0.1905,1.057
22:51:50:287,1.0381,0.1212,-0.1876,1.064
22:51:50:288,1.0434,0.1202,-0.1829,1.068
22:51:50:289,1.0473,0.1200,-0.1800,1.071
22:51:50:291,1.0469,0.1197,-0.1763,1.070
22:51:50:292,1.0439,0.1192,-0.1702,1.067
22:51:50:293,1.0398,0.1160,-0.1653,1.061
22:51:50:295,1.0332,0.1136,-0.1609,1.054
22:51:50:296,1.0271,0.1104,-0.1556,1.047
22:51:50:297,1.0229,0.1068,-0.1514,1.042
22:51:50:299,1.0217,0.1043,-0.1497,1.040
22:51:50:301,1.0205,0.1004,-0.1463,1.038
22:51:50:302,1.0168,0.0987,-0.1421,1.033
22:51:50:304,1.0124,0.0972,-0.1348,1.028
22:51:50:305,1.0107,0.0967,-0.1272,1.025
22:51:50:307,1.0134,0.0970,-0.1187,1.027
22:51:50:308,1.0166,0.0967,-0.1096,1.029
22:51:50:309,1.0210,0.0967,-0.0996,1.033
22:51:50:311,1.0263,0.0972,-0.0842,1.037
22:51:50:312,1.0315,0.0967,-0.0657,1.041
22:51:50:315,1.0378,0.0970,-0.0464,1.047
22:51:50:317,1.0420,0.0985,-0.0310,1.051
22:51:50:318,1.0469,0.0999,-0.0173,1.056
22:51:50:320,1.0527,0.1021,-0.0036,1.062
22:51:50:324,1.0527,0.1048,0.0115,1.063
22:51:50:326,1.0486,0.1070,0.0277,1.059
22:51:50:327,1.0412,0.1082,0.0416,1.053
22:51:50:329,1.0268,0.1109,0.0526,1.040
22:51:50:330,1.0105,0.1156,0.0594,1.025
22:51:50:333,0.9970,0.1212,0.0624,1.013
22:51:50:334,0.9821,0.1268,0.0626,0.999
22:51:50:336,0.9657,0.1309,0.0597,0.984
22:51:50:338,0.9555,0.1336,0.0555,0.974
22:51:50:340,0.9513,0.1344,0.0506,0.970
22:51:50:343,0.9423,0.1324,0.0443,0.960
22:51:50:344,0.9303,0.1302,0.0396,0.947
22:51:50:346,0.9215,0.1266,0.0355,0.938
22:51:50:352,0.9132,0.1214,0.0294,0.928
22:51:50:353,0.9017,0.1160,0.0220,0.916
22:51:50:354,0.8885,0.1124,0.0110,0.902
22:51:50:354,0.8768,0.1102,-0.0043,0.890
22:51:50:356,0.8722,0.1077,-0.0195,0.884
22:51:50:358,0.8702,0.1046,-0.0329,0.882
22:51:50:360,0.8663,0.1016,-0.0493,0.878
22:51:50:362,0.8619,0.0994,-0.0681,0.874
22:51:50:364,0.8575,0.0999,-0.0864,0.871
22:51:50:373,0.8573,0.1004,-0.1052,0.873
22:51:50:375,0.8629,0.0999,-0.1238,0.880
22:51:50:376,0.8661,0.0997,-0.1392,0.885
22:51:50:376,0.8678,0.0999,-0.1556,0.889
22:51:50:377,0.8758,0.0994,-0.1741,0.900
22:51:50:378,0.8900,0.0982,-0.1917,0.917
22:51:50:379,0.8959,0.0955,-0.2091,0.926
22:51:50:380,0.8971,0.0943,-0.2247,0.930
22:51:50:384,0.9020,0.0948,-0.2399,0.938
22:51:50:386,0.9064,0.0967,-0.2516,0.946
22:51:50:387,0.9113,0.0977,-0.2616,0.953
22:51:50:388,0.9235,0.0985,-0.2709,0.967
22:51:50:390,0.9398,0.0989,-0.2753,0.984
22:51:50:392,0.9565,0.0992,-0.2733,0.999
22:51:50:394,0.9719,0.0977,-0.2662,1.012
22:51:50:396,0.9863,0.0963,-0.2540,1.023
22:51:50:398,0.9882,0.0965,-0.2403,1.022
22:51:50:400,0.9833,0.1002,-0.2281,1.015
22:51:50:402,0.9955,0.1021,-0.2203,1.025
22:51:50:404,1.0063,0.0987,-0.2174,1.035
22:51:50:406,1.0002,0.0948,-0.2127,1.027
22:51:50:408,0.9870,0.0928,-0.2047,1.013
22:51:50:410,0.9838,0.0914,-0.1995,1.008
22:51:50:412,0.9909,0.0887,-0.1959,1.014
22:51:50:414,0.9985,0.0855,-0.1905,1.020
22:51:50:417,1.0048,0.0818,-0.1868,1.026
22:51:50:419,1.0105,0.0774,-0.1834,1.030
22:51:50:421,1.0200,0.0726,-0.1780,1.038
22:51:50:422,1.0383,0.0652,-0.1717,1.054
22:51:50:424,1.0542,0.0572,-0.1651,1.068
22:51:50:426,1.0569,0.0513,-0.1534,1.068
22:51:50:428,1.0547,0.0476,-0.1382,1.064
22:51:50:430,1.0569,0.0457,-0.1241,1.065
22:51:50:433,1.0625,0.0437,-0.1104,1.069
22:51:50:434,1.0635,0.0401,-0.0957,1.068
22:51:50:436,1.0547,0.0362,-0.0793,1.058
22:51:50:438,1.0473,0.0347,-0.0701,1.050
22:51:50:440,1.0505,0.0332,-0.0657,1.053
22:51:50:442,1.0578,0.0313,-0.0608,1.060
22:51:50:444,1.0598,0.0283,-0.0537,1.061
22:51:50:446,1.0534,0.0264,-0.0412,1.055
22:51:50:448,1.0481,0.0257,-0.0302,1.049
22:51:50:452,1.0449,0.0242,-0.0212,1.046
22:51:50:454,1.0429,0.0213,-0.0117,1.044
22:51:50:455,1.0417,0.0186,-0.0036,1.042
22:51:50:456,1.0393,0.0171,0.0025,1.040
22:51:50:458,1.0388,0.0159,0.0084,1.039
22:51:50:460,1.0388,0.0137,0.0145,1.039
22:51:50:462,1.0366,0.0107,0.0220,1.037
22:51:50:464,1.0327,0.0090,0.0294,1.034
22:51:50:466,1.0278,0.0088,0.0350,1.029
22:51:50:469,1.0234,0.0098,0.0377,1.025
22:51:50:470,1.0207,0.0100,0.0379,1.022
22:51:50:472,1.0192,0.0105,0.0391,1.021
22:51:50:474,1.0163,0.0115,0.0396,1.018
22:51:50:476,1.0124,0.0132,0.0399,1.014
22:51:50:478,1.0085,0.0161,0.0411,1.011
22:51:50:480,1.0041,0.0191,0.0406,1.006
22:51:50:483,0.9992,0.0230,0.0396,1.002
22:51:50:485,0.9953,0.0271,0.0377,0.998
22:51:50:486,0.9919,0.0308,0.0369,0.995
22:51:50:488,0.9863,0.0352,0.0367,0.990
22:51:50:490,0.9811,0.0403,0.0357,0.985
22:51:50:492,0.9797,0.0467,0.0335,0.984
22:51:50:494,0.9792,0.0550,0.0323,0.984
22:51:50:496,0.9802,0.0625,0.0306,0.986
22:51:50:498,0.9826,0.0704,0.0291,0.989
22:51:50:501,0.9831,0.0801,0.0291,0.991
22:51:50:503,0.9828,0.0901,0.0286,0.992
22:51:50:504,0.9836,0.1004,0.0255,0.994
22:51:50:506,0.9848,0.1092,0.0206,0.996
22:51:50:508,0.9863,0.1170,0.0179,0.999
22:51:50:510,0.9855,0.1253,0.0135,1.000
22:51:50:512,0.9846,0.1334,0.0098,1.000
22:51:50:514,0.9838,0.1405,0.0084,1.001
22:51:50:517,0.9819,0.1478,0.0081,1.000
22:51:50:520,0.9787,0.1549,0.0064,0.998
22:51:50:521,0.9772,0.1625,0.0047,0.998
22:51:50:523,0.9784,0.1688,0.0015,1.001
22:51:50:524,0.9828,0.1742,-0.0046,1.006
22:51:50:526,0.9877,0.1786,-0.0090,1.012
22:51:50:528,0.9885,0.1820,-0.0109,1.013
22:51:50:529,0.9868,0.1849,-0.0122,1.012
22:51:50:536,0.9843,0.1881,-0.0144,1.011
22:51:50:537,0.9833,0.1920,-0.0168,1.011
22:51:50:538,0.9833,0.1967,-0.0180,1.012
22:51:50:539,0.9819,0.1998,-0.0178,1.011
22:51:50:540,0.9806,0.2020,-0.0178,1.011
22:51:50:542,0.9794,0.2033,-0.0168,1.010
22:51:50:544,0.9775,0.2038,-0.0148,1.008
22:51:50:546,0.9755,0.2050,-0.0144,1.006
22:51:50:548,0.9750,0.2052,-0.0146,1.006
22:51:50:552,0.9745,0.2062,-0.0139,1.006
22:51:50:553,0.9740,0.2064,-0.0124,1.005
22:51:50:554,0.9738,0.2052,-0.0112,1.005
22:51:50:556,0.9743,0.2038,-0.0100,1.005
22:51:50:558,0.9745,0.2018,-0.0090,1.005
22:51:50:560,0.9758,0.2001,-0.0085,1.005
22:51:50:562,0.9772,0.1986,-0.0070,1.006
22:51:50:564,0.9792,0.1972,-0.0056,1.008
22:51:50:567,0.9809,0.1947,-0.0039,1.009
22:51:50:568,0.9811,0.1915,-0.0012,1.009
22:51:50:570,0.9811,0.1884,0.0018,1.008
22:51:50:572,0.9833,0.1859,0.0047,1.010
22:51:50:574,0.9836,0.1842,0.0062,1.009
22:51:50:576,0.9833,0.1835,0.0062,1.009
22:51:50:578,0.9836,0.1820,0.0069,1.009
22:51:50:580,0.9804,0.1808,0.0093,1.006
22:51:50:582,0.9699,0.1820,0.0135,0.996
22:51:50:587,0.9679,0.1832,0.0142,0.994
22:51:50:588,0.9819,0.1808,0.0098,1.007
22:51:50:589,0.9904,0.1774,0.0076,1.015
22:51:50:590,0.9885,0.1749,0.0076,1.012
22:51:50:592,0.9860,0.1730,0.0081,1.009
22:51:50:594,0.9841,0.1720,0.0096,1.007
22:51:50:596,0.9833,0.1720,0.0125,1.007
22:51:50:598,0.9892,0.1722,0.0106,1.012
22:51:50:601,0.9931,0.1720,0.0084,1.016
22:51:50:603,0.9977,0.1715,0.0062,1.020
22:51:50:604,0.9953,0.1708,0.0067,1.018
22:51:50:606,0.9946,0.1710,0.0069,1.017
22:51:50:608,0.9953,0.1713,0.0064,1.018
22:51:50:610,0.9951,0.1710,0.0062,1.018
22:51:50:612,0.9933,0.1705,0.0067,1.016
22:51:50:614,0.9904,0.1710,0.0069,1.013
22:51:50:617,0.9894,0.1717,0.0052,1.012
22:51:50:619,0.9909,0.1708,0.0023,1.013
22:51:50:620,0.9914,0.1683,-0.0004,1.013
22:51:50:623,0.9890,0.1656,-0.0021,1.010
22:51:50:624,0.9860,0.1627,-0.0031,1.007
22:51:50:626,0.9843,0.1608,-0.0056,1.005
22:51:50:628,0.9826,0.1593,-0.0090,1.003
22:51:50:630,0.9804,0.1581,-0.0114,1.000
22:51:50:632,0.9765,0.1571,-0.0122,0.996
22:51:50:635,0.9701,0.1561,-0.0105,0.990
22:51:50:636,0.9633,0.1568,-0.0095,0.983
22:51:50:638,0.9662,0.1571,-0.0122,0.986
22:51:50:640,0.9714,0.1546,-0.0148,0.991
22:51:50:642,0.9706,0.1512,-0.0170,0.989
22:51:50:644,0.9640,0.1483,-0.0192,0.982
22:51:50:645,0.9599,0.1463,-0.0214,0.978
22:51:50:648,0.9635,0.1437,-0.0246,0.981
22:51:50:654,0.9672,0.1405,-0.0276,0.984
22:51:50:655,0.9670,0.1378,-0.0295,0.983
22:51:50:656,0.9672,0.1344,-0.0327,0.983
22:51:50:657,0.9684,0.1309,-0.0359,0.983
22:51:50:658,0.9706,0.1270,-0.0395,0.985
22:51:50:660,0.9726,0.1226,-0.0442,0.986
22:51:50:662,0.9711,0.1197,-0.0469,0.984
22:51:50:664,0.9675,0.1173,-0.0481,0.980
22:51:50:678,0.9682,0.1146,-0.0517,0.981
22:51:50:679,0.9719,0.1112,-0.0554,0.984
22:51:50:680,0.9719,0.1077,-0.0574,0.983
22:51:50:681,0.9687,0.1053,-0.0576,0.980
22:51:50:682,0.9694,0.1024,-0.0603,0.980
22:51:50:683,0.9743,0.0980,-0.0649,0.985
22:51:50:684,0.9784,0.0943,-0.0693,0.988
22:51:50:685,0.9804,0.0909,-0.0727,0.990
22:51:50:686,0.9814,0.0875,-0.0752,0.991
22:51:50:687,0.9848,0.0840,-0.0796,0.994
22:51:50:688,0.9875,0.0799,-0.0833,0.996
22:51:50:689,0.9894,0.0770,-0.0857,0.998
22:51:50:690,0.9916,0.0748,-0.0891,1.000
22:51:50:693,0.9936,0.0723,-0.0928,1.002
22:51:50:695,0.9968,0.0704,-0.0952,1.005
22:51:50:696,0.9995,0.0684,-0.0969,1.008
22:51:50:698,1.0026,0.0657,-0.0984,1.011
22:51:50:701,1.0058,0.0625,-0.1004,1.014
22:51:50:703,1.0075,0.0601,-0.1033,1.015
22:51:50:705,1.0078,0.0594,-0.1065,1.016
22:51:50:707,1.0075,0.0589,-0.1087,1.016
22:51:50:708,1.0078,0.0574,-0.1104,1.016
22:51:50:711,1.0080,0.0574,-0.1118,1.016
22:51:50:712,1.0061,0.0579,-0.1138,1.015
22:51:50:714,1.0043,0.0574,-0.1157,1.013
22:51:50:716,1.0029,0.0564,-0.1177,1.012
22:51:50:719,0.9999,0.0564,-0.1187,1.009
22:51:50:721,0.9965,0.0564,-0.1179,1.005
22:51:50:722,0.9946,0.0567,-0.1175,1.003
22:51:50:724,0.9948,0.0567,-0.1179,1.004
22:51:50:726,0.9941,0.0569,-0.1179,1.003
22:51:50:729,0.9926,0.0579,-0.1165,1.001
22:51:50:730,0.9912,0.0584,-0.1148,1.000
22:51:50:732,0.9892,0.0589,-0.1128,0.998
22:51:50:738,0.9877,0.0596,-0.1099,0.996
22:51:50:739,0.9875,0.0616,-0.1072,0.996
22:51:50:740,0.9870,0.0645,-0.1050,0.996
22:51:50:743,0.9858,0.0669,-0.1035,0.995
22:51:50:744,0.9841,0.0687,-0.1023,0.993
22:51:50:745,0.9836,0.0704,-0.1008,0.993
22:51:50:746,0.9828,0.0735,-0.0996,0.992
22:51:50:748,0.9799,0.0774,-0.0991,0.990
22:51:50:750,0.9770,0.0804,-0.0982,0.987
22:51:50:753,0.9740,0.0840,-0.0955,0.984
22:51:50:755,0.9714,0.0887,-0.0918,0.982
22:51:50:756,0.9714,0.0923,-0.0886,0.982
22:51:50:758,0.9728,0.0948,-0.0874,0.984
22:51:50:760,0.9736,0.0972,-0.0864,0.985
22:51:50:762,0.9745,0.0994,-0.0855,0.986
22:51:50:764,0.9750,0.1024,-0.0837,0.987
22:51:50:766,0.9745,0.1046,-0.0811,0.987
22:51:50:768,0.9758,0.1073,-0.0774,0.988
22:51:50:770,0.9775,0.1102,-0.0730,0.990
22:51:50:771,0.9775,0.1121,-0.0701,0.990
22:51:50:774,0.9770,0.1141,-0.0681,0.990
22:51:50:776,0.9775,0.1165,-0.0649,0.991
22:51:50:778,0.9777,0.1180,-0.0605,0.991
22:51:50:780,0.9784,0.1190,-0.0569,0.992
22:51:50:782,0.9782,0.1204,-0.0542,0.992
22:51:50:784,0.9772,0.1214,-0.0520,0.991
22:51:50:787,0.9765,0.1212,-0.0495,0.990
22:51:50:789,0.9755,0.1219,-0.0469,0.989
22:51:50:790,0.9753,0.1231,-0.0439,0.989
22:51:50:792,0.9770,0.1236,-0.0422,0.991
22:51:50:794,0.9784,0.1236,-0.0425,0.992
22:51:50:795,0.9792,0.1231,-0.0425,0.993
22:51:50:798,0.9806,0.1244,-0.0417,0.994
22:51:50:800,0.9814,0.1253,-0.0410,0.995
22:51:50:804,0.9821,0.1258,-0.0400,0.996
22:51:50:806,0.9833,0.1268,-0.0388,0.997
22:51:50:807,0.9846,0.1270,-0.0381,0.999
22:51:50:808,0.9860,0.1258,-0.0373,1.000
22:51:50:809,0.9865,0.1253,-0.0371,1.000
22:51:50:812,0.9863,0.1256,-0.0373,1.000
22:51:50:814,0.9863,0.1256,-0.0373,1.000
22:51:50:819,0.9870,0.1248,-0.0376,1.001
22:51:50:821,0.9870,0.1253,-0.0376,1.001
22:51:50:822,0.9870,0.1261,-0.0373,1.001
22:51:50:823,0.9855,0.1258,-0.0378,0.999
22:51:50:824,0.9843,0.1258,-0.0393,0.998
22:51:50:826,0.9838,0.1248,-0.0415,0.998
22:51:50:828,0.9833,0.1251,-0.0429,0.997
22:51:50:830,0.9831,0.1258,-0.0437,0.997
22:51:50:832,0.9826,0.1268,-0.0444,0.997
22:51:50:835,0.9819,0.1266,-0.0459,0.996
22:51:50:837,0.9821,0.1253,-0.0476,0.996
22:51:50:838,0.9831,0.1258,-0.0488,0.997
22:51:50:840,0.9833,0.1261,-0.0495,0.998
22:51:50:842,0.9826,0.1251,-0.0508,0.997
22:51:50:844,0.9824,0.1244,-0.0517,0.996
22:51:50:846,0.9824,0.1239,-0.0522,0.996
22:51:50:848,0.9819,0.1236,-0.0522,0.996
22:51:50:850,0.9806,0.1239,-0.0530,0.995
22:51:50:856,0.9806,0.1248,-0.0532,0.995
22:51:50:858,0.9806,0.1251,-0.0522,0.995
22:51:50:860,0.9804,0.1248,-0.0517,0.995
22:51:50:861,0.9806,0.1251,-0.0515,0.995
22:51:50:864,0.9814,0.1251,-0.0510,0.996
22:51:50:865,0.9826,0.1258,-0.0505,0.997
22:51:50:866,0.9831,0.1266,-0.0495,0.997
22:51:50:868,0.9833,0.1268,-0.0483,0.998
22:51:50:870,0.9838,0.1280,-0.0473,0.998
22:51:50:871,0.9836,0.1290,-0.0469,0.998
22:51:50:873,0.9814,0.1300,-0.0444,0.996
22:51:50:874,0.9824,0.1307,-0.0434,0.997
22:51:50:879,0.9875,0.1300,-0.0442,1.002
22:51:50:881,0.9902,0.1300,-0.0439,1.005
22:51:50:881,0.9914,0.1307,-0.0432,1.006
22:51:50:882,0.9943,0.1305,-0.0442,1.009
22:51:50:891,0.9965,0.1300,-0.0451,1.011
22:51:50:893,0.9980,0.1300,-0.0454,1.013
22:51:50:894,0.9992,0.1305,-0.0456,1.014
22:51:50:895,1.0002,0.1300,-0.0461,1.015
22:51:50:895,1.0009,0.1297,-0.0466,1.015
22:51:50:896,1.0014,0.1307,-0.0473,1.016
22:51:50:897,1.0026,0.1305,-0.0483,1.017
22:51:50:898,1.0034,0.1297,-0.0488,1.018
22:51:50:900,1.0034,0.1283,-0.0500,1.018
22:51:50:903,1.0021,0.1268,-0.0508,1.016
22:51:50:905,0.9999,0.1256,-0.0510,1.014
22:51:50:906,0.9995,0.1253,-0.0512,1.013
22:51:50:907,0.9987,0.1239,-0.0522,1.012
22:51:50:910,0.9968,0.1229,-0.0534,1.010
22:51:50:911,0.9938,0.1219,-0.0547,1.007
22:51:50:913,0.9907,0.1214,-0.0554,1.004
22:51:50:916,0.9882,0.1207,-0.0556,1.002
22:51:50:919,0.9858,0.1209,-0.0564,0.999
22:51:50:920,0.9826,0.1204,-0.0576,0.996
22:51:50:922,0.9789,0.1200,-0.0586,0.993
22:51:50:924,0.9762,0.1200,-0.0586,0.990
22:51:50:926,0.9745,0.1204,-0.0583,0.988
22:51:50:928,0.9728,0.1219,-0.0586,0.987
22:51:50:936,0.9716,0.1217,-0.0593,0.986
22:51:50:938,0.9711,0.1217,-0.0610,0.985
22:51:50:939,0.9706,0.1224,-0.0608,0.985
22:51:50:940,0.9704,0.1231,-0.0608,0.985
22:51:50:941,0.9711,0.1236,-0.0618,0.986
22:51:50:941,0.9711,0.1251,-0.0625,0.986
22:51:50:943,0.9709,0.1256,-0.0620,0.986
22:51:50:944,0.9714,0.1258,-0.0618,0.986
22:51:50:945,0.9726,0.1266,-0.0613,0.988
22:51:50:948,0.9740,0.1270,-0.0610,0.989
22:51:50:949,0.9755,0.1270,-0.0610,0.990
22:51:50:956,0.9767,0.1275,-0.0608,0.992
22:51:50:958,0.9782,0.1287,-0.0600,0.993
22:51:50:960,0.9799,0.1295,-0.0588,0.995
22:51:50:962,0.9811,0.1297,-0.0581,0.996
22:51:50:963,0.9816,0.1307,-0.0571,0.997
22:51:50:964,0.9828,0.1329,-0.0552,0.999
22:51:50:965,0.9848,0.1341,-0.0544,1.001
22:51:50:966,0.9855,0.1344,-0.0530,1.001
22:51:50:973,0.9855,0.1353,-0.0515,1.001
22:51:50:975,0.9858,0.1368,-0.0493,1.002
22:51:50:976,0.9860,0.1373,-0.0473,1.002
22:51:50:977,0.9860,0.1388,-0.0459,1.002
22:51:50:978,0.9863,0.1410,-0.0442,1.003
22:51:50:979,0.9870,0.1427,-0.0420,1.004
22:51:50:980,0.9880,0.1434,-0.0403,1.005
22:51:50:981,0.9887,0.1449,-0.0390,1.006
22:51:50:984,0.9885,0.1468,-0.0381,1.006
22:51:50:987,0.9885,0.1483,-0.0371,1.006
22:51:50:989,0.9892,0.1493,-0.0354,1.007
22:51:50:990,0.9892,0.1507,-0.0339,1.008
22:51:50:993,0.9892,0.1520,-0.0327,1.008
22:51:50:994,0.9894,0.1529,-0.0312,1.008
22:51:50:996,0.9904,0.1544,-0.0300,1.009
22:51:50:998,0.9919,0.1556,-0.0283,1.011
22:51:50:999,0.9926,0.1566,-0.0266,1.012
22:51:51:003,0.9921,0.1573,-0.0256,1.012
22:51:51:005,0.9914,0.1568,-0.0249,1.011
22:51:51:006,0.9912,0.1561,-0.0249,1.010
22:51:51:007,0.9914,0.1561,-0.0246,1.011
22:51:51:010,0.9919,0.1554,-0.0244,1.011
22:51:51:012,0.9924,0.1549,-0.0241,1.011
22:51:51:013,0.9907,0.1544,-0.0244,1.010
22:51:51:015,0.9872,0.1534,-0.0258,1.006
22:51:51:019,0.9838,0.1512,-0.0290,1.002
22:51:51:021,0.9824,0.1485,-0.0317,1.000
22:51:51:022,0.9828,0.1461,-0.0341,1.000
22:51:51:024,0.9841,0.1439,-0.0363,1.001
22:51:51:025,0.9853,0.1432,-0.0373,1.002
22:51:51:027,0.9880,0.1422,-0.0376,1.005
22:51:51:029,0.9914,0.1417,-0.0373,1.008
22:51:51:032,0.9933,0.1412,-0.0368,1.010
22:51:51:033,0.9938,0.1412,-0.0368,1.010
22:51:51:036,0.9941,0.1415,-0.0378,1.011
22:51:51:038,0.9933,0.1412,-0.0381,1.010
22:51:51:040,0.9931,0.1410,-0.0383,1.010
22:51:51:042,0.9933,0.1412,-0.0405,1.010
22:51:51:043,0.9936,0.1415,-0.0432,1.010
